district,property_type,property_subtype,area,floor,price_per_sqm,total_price,build_year,transaction_date,property_condition,has_elevator,has_parking,green_ratio,plot_ratio
碑林区,写字楼,甲级写字楼,783.02,5,41305.06,3234.25,2008,2020-02,优,False,True,0.32,3.99
碑林区,商铺,临街商铺,118.96,25,27235.43,323.98,2011,2021-07,优,True,False,0.36,3.46
莲湖区,写字楼,普通写字楼,134.56,31,17739.92,238.72,2012,2020-06,优,False,False,0.43,3.85
经开区,商铺,社区商铺,100.98,24,13723.71,138.58,2007,2021-09,差,False,True,0.31,3.52
经开区,商铺,社区商铺,41.2,1,11334.05,46.69,1991,2021-10,差,False,True,0.28,1.98
新城区,写字楼,甲级写字楼,887.15,8,33427.96,2965.56,2002,2019-11,优,True,True,0.44,2.39
莲湖区,写字楼,甲级写字楼,367.19,2,33392.36,1226.12,2003,2019-03,中,False,True,0.42,4.47
未央区,商铺,临街商铺,295.4,10,20538.89,606.73,2005,2020-01,差,False,True,0.41,3.57
曲江新区,写字楼,普通写字楼,245.52,24,19484.47,478.37,2021,2021-04,差,False,True,0.27,2.58
莲湖区,住宅,中档小区,125.03,22,13450.4,168.17,1997,2023-03,优,False,False,0.29,2.24
新城区,商铺,社区商铺,100.29,29,15153.66,151.98,2013,2023-03,良,False,True,0.3,4.46
未央区,商铺,商场商铺,199.92,9,26291.32,525.61,2014,2019-06,差,False,True,0.38,3.96
长安区,写字楼,乙级写字楼,747.46,1,16031.71,1198.31,2012,2020-08,中,False,True,0.38,2.49
未央区,住宅,高档小区,91.37,25,15570.97,142.28,1997,2019-09,良,True,True,0.38,4.07
新城区,商铺,临街商铺,292.3,6,29886.21,873.57,2006,2019-04,中,False,True,0.34,4.3
经开区,写字楼,乙级写字楼,503.75,2,17916.93,902.57,2014,2019-04,优,False,False,0.35,3.81
雁塔区,商铺,社区商铺,40.19,8,25117.07,100.94,1994,2023-09,中,True,True,0.42,1.88
高新区,写字楼,普通写字楼,98.79,19,24830.96,245.3,2020,2020-06,优,True,False,0.29,3.59
未央区,商铺,社区商铺,34.83,4,17332.34,60.37,1990,2022-12,差,False,True,0.44,1.92
高新区,写字楼,乙级写字楼,776.09,4,32375.68,2512.63,2018,2021-04,差,False,True,0.36,3.11
灞桥区,商铺,临街商铺,140.58,15,19214.14,270.1,1991,2021-07,差,True,False,0.35,4.11
高新区,写字楼,乙级写字楼,125.94,17,36315.85,457.38,2021,2022-05,差,True,False,0.33,2.97
灞桥区,商铺,社区商铺,88.14,15,12144.56,107.04,2021,2022-06,优,False,False,0.25,1.85
长安区,住宅,普通住宅,111.43,13,10960.88,122.13,2015,2023-05,优,True,True,0.36,2.49
曲江新区,商铺,社区商铺,115.33,17,23925.18,275.93,2010,2023-09,差,True,True,0.44,1.74
雁塔区,写字楼,普通写字楼,386.38,20,22766.19,879.64,1997,2019-06,差,False,True,0.26,4.25
长安区,住宅,高档小区,102.55,5,15112.36,154.97,2023,2023-09,差,False,True,0.43,1.88
曲江新区,住宅,高档小区,164.45,4,26754.7,439.97,1995,2020-08,良,False,True,0.3,3.4
经开区,商铺,商场商铺,125.45,1,24031.02,301.47,2004,2019-09,优,False,False,0.34,3.02
灞桥区,写字楼,乙级写字楼,758.86,10,22684.58,1721.45,2016,2022-03,差,False,False,0.41,3.78
新城区,商铺,商场商铺,196.62,25,35231.07,692.71,2022,2023-05,良,False,False,0.33,3.41
莲湖区,写字楼,乙级写字楼,587.61,2,23113.83,1358.2,2019,2023-08,优,False,True,0.32,3.37
碑林区,住宅,高档小区,171.0,3,21300.05,364.22,2011,2022-01,良,False,True,0.4,1.98
灞桥区,住宅,普通住宅,60.56,32,8846.03,53.57,2020,2020-10,差,True,False,0.35,2.27
莲湖区,商铺,社区商铺,79.3,27,20535.18,162.84,2019,2020-03,差,True,True,0.38,3.01
长安区,住宅,中档小区,134.83,15,12931.89,174.37,2012,2023-02,良,True,False,0.25,2.15
碑林区,写字楼,乙级写字楼,469.78,28,32356.64,1520.04,2012,2021-06,差,True,True,0.43,1.84
未央区,写字楼,甲级写字楼,944.56,22,27415.78,2589.58,2012,2020-09,中,True,False,0.3,4.17
碑林区,写字楼,乙级写字楼,239.04,3,22026.86,526.52,1993,2019-11,中,False,False,0.36,4.47
长安区,商铺,临街商铺,266.34,25,18417.56,490.53,2010,2021-03,良,True,False,0.34,2.57
曲江新区,商铺,商场商铺,36.52,6,31936.69,116.65,2014,2021-07,良,False,True,0.34,3.53
雁塔区,写字楼,乙级写字楼,676.6,5,23555.78,1593.77,1992,2022-04,良,False,True,0.3,3.89
高新区,住宅,普通住宅,113.49,1,13501.82,153.23,2005,2019-09,中,False,True,0.27,4.35
经开区,商铺,商场商铺,119.17,17,24967.86,297.55,2016,2022-08,中,True,False,0.26,2.69
新城区,商铺,临街商铺,176.04,33,36225.52,637.73,2012,2019-10,中,True,True,0.36,2.45
长安区,写字楼,甲级写字楼,771.89,4,15930.11,1229.63,1994,2020-04,良,False,False,0.45,4.34
未央区,商铺,社区商铺,120.25,17,13841.56,166.45,2002,2020-06,优,True,False,0.33,4.0
经开区,住宅,中档小区,83.87,24,15850.74,132.94,2010,2022-05,中,False,True,0.34,3.62
莲湖区,住宅,高档小区,141.48,22,16062.39,227.25,2010,2021-01,差,True,True,0.34,3.68
曲江新区,商铺,社区商铺,96.6,7,21360.48,206.33,2003,2022-06,中,False,False,0.36,2.3
碑林区,住宅,高档小区,100.81,2,22091.35,222.7,1996,2020-06,差,False,False,0.41,1.64
未央区,住宅,高档小区,132.47,10,17510.97,231.97,2011,2019-04,良,False,True,0.32,2.47
经开区,商铺,商场商铺,164.56,3,27594.72,454.1,1991,2020-11,中,False,False,0.25,3.44
未央区,住宅,中档小区,98.08,4,9529.67,93.47,2002,2020-11,优,False,False,0.38,1.86
新城区,写字楼,乙级写字楼,430.35,11,14837.92,638.55,1992,2022-12,优,True,False,0.36,2.81
经开区,住宅,中档小区,73.64,24,13892.34,102.3,2006,2020-12,良,True,True,0.36,1.6
莲湖区,住宅,中档小区,129.44,16,16048.11,207.73,2011,2021-08,优,True,False,0.26,3.77
长安区,住宅,中档小区,106.13,2,11583.03,122.93,1997,2022-09,优,False,True,0.28,1.86
未央区,写字楼,普通写字楼,282.02,18,16203.1,456.96,2020,2023-12,优,False,False,0.27,4.35
新城区,写字楼,乙级写字楼,303.37,5,23227.91,704.66,1991,2021-03,差,False,False,0.4,1.55
碑林区,住宅,中档小区,135.67,8,20495.39,278.07,2009,2022-04,良,True,True,0.33,4.21
莲湖区,住宅,普通住宅,96.86,3,15642.74,151.52,2012,2020-08,差,False,True,0.39,3.36
未央区,住宅,普通住宅,108.8,24,13925.92,151.51,2003,2022-05,优,False,True,0.32,3.55
新城区,住宅,普通住宅,88.35,29,10414.71,92.01,1996,2020-06,中,True,False,0.33,4.22
雁塔区,商铺,临街商铺,228.99,6,22510.51,515.46,2009,2023-01,中,False,False,0.28,2.79
高新区,写字楼,普通写字楼,420.7,20,18956.26,797.5,2005,2023-02,差,False,True,0.4,2.38
灞桥区,商铺,临街商铺,215.7,13,22691.01,489.44,1992,2019-01,良,True,True,0.29,2.01
高新区,写字楼,甲级写字楼,822.72,26,24316.46,2000.56,1997,2019-03,优,True,True,0.34,4.11
新城区,住宅,中档小区,147.53,5,14470.58,213.48,2023,2023-07,差,False,True,0.42,1.96
长安区,商铺,商场商铺,74.14,17,31876.31,236.34,2012,2020-08,差,True,True,0.38,3.67
经开区,商铺,商场商铺,70.58,15,24959.54,176.18,1999,2022-09,中,False,False,0.25,2.69
新城区,写字楼,普通写字楼,138.92,5,23486.2,326.28,2018,2022-09,优,False,False,0.34,2.72
长安区,写字楼,乙级写字楼,424.71,23,16342.02,694.07,2017,2023-08,差,True,True,0.43,2.39
曲江新区,商铺,社区商铺,98.47,5,20419.93,201.07,2022,2023-04,差,False,True,0.41,3.08
灞桥区,住宅,高档小区,165.8,13,10568.1,175.22,2000,2022-01,良,True,True,0.44,4.34
灞桥区,商铺,社区商铺,99.56,4,15069.86,150.04,2007,2022-01,中,False,True,0.41,2.07
未央区,写字楼,乙级写字楼,690.52,1,13457.25,929.25,2009,2022-11,差,False,True,0.39,4.18
曲江新区,写字楼,普通写字楼,380.17,28,16528.69,628.37,2009,2023-07,良,False,True,0.35,3.02
长安区,写字楼,甲级写字楼,502.49,16,30872.88,1551.34,2014,2019-07,中,True,False,0.42,3.19
新城区,写字楼,乙级写字楼,281.85,15,30960.54,872.63,2015,2020-08,中,True,False,0.26,3.8
莲湖区,写字楼,乙级写字楼,499.19,6,18327.2,914.87,2007,2022-01,良,False,False,0.28,3.51
莲湖区,住宅,高档小区,178.37,8,19007.83,339.04,2001,2022-08,良,False,False,0.35,3.43
经开区,写字楼,乙级写字楼,254.23,13,12133.26,308.46,2012,2020-12,差,False,True,0.43,4.5
莲湖区,住宅,高档小区,121.43,9,19867.91,241.26,2022,2022-02,优,True,True,0.44,4.25
莲湖区,住宅,普通住宅,117.84,19,10682.49,125.89,2000,2021-02,优,True,False,0.4,3.23
未央区,住宅,高档小区,90.66,14,12646.69,114.65,1990,2020-05,中,True,True,0.28,4.23
经开区,住宅,普通住宅,81.27,28,10253.39,83.33,1992,2022-07,差,True,True,0.29,4.13
莲湖区,商铺,商场商铺,196.37,25,27749.3,544.91,2012,2021-01,良,False,False,0.31,3.33
碑林区,商铺,社区商铺,92.25,22,24889.79,229.61,2006,2022-04,良,True,True,0.3,3.13
莲湖区,住宅,普通住宅,101.75,15,12719.65,129.42,1992,2019-04,优,True,True,0.35,2.91
高新区,写字楼,甲级写字楼,821.75,1,47523.35,3905.25,2023,2023-03,优,False,True,0.41,3.77
雁塔区,住宅,普通住宅,87.85,6,15641.43,137.41,1993,2023-08,优,False,True,0.3,2.75
长安区,商铺,临街商铺,136.29,23,20444.0,278.63,2021,2022-02,差,False,False,0.39,3.32
新城区,商铺,商场商铺,96.66,24,34589.09,334.32,1997,2020-03,优,False,True,0.36,3.64
灞桥区,商铺,商场商铺,196.97,22,24793.71,488.37,2012,2022-05,优,False,False,0.28,2.93
新城区,写字楼,甲级写字楼,925.26,28,24171.61,2236.49,1995,2021-06,优,False,False,0.35,3.8
新城区,住宅,中档小区,124.7,22,15921.9,198.54,2015,2022-10,优,True,True,0.26,4.49
长安区,写字楼,甲级写字楼,447.99,19,26099.77,1169.25,2017,2023-01,中,True,False,0.4,3.65
碑林区,住宅,普通住宅,63.63,3,17640.87,112.26,2023,2023-02,优,False,False,0.27,2.93
未央区,商铺,商场商铺,51.91,17,30503.74,158.34,2020,2021-03,良,True,True,0.39,2.32
新城区,住宅,普通住宅,113.24,11,13330.21,150.95,2006,2021-08,优,False,False,0.29,4.5
未央区,住宅,中档小区,86.56,12,12470.53,107.95,2010,2022-04,差,False,False,0.42,2.51
未央区,商铺,商场商铺,50.62,5,22796.37,115.39,1997,2023-03,中,False,True,0.39,3.53
未央区,住宅,普通住宅,116.46,18,14773.53,172.05,2012,2020-10,良,False,False,0.36,1.71
莲湖区,住宅,高档小区,152.62,15,22525.99,343.79,1992,2022-07,中,True,True,0.44,2.77
未央区,商铺,商场商铺,125.74,3,34132.62,429.17,2015,2023-01,优,False,False,0.36,3.54
碑林区,商铺,临街商铺,100.21,23,36224.71,363.02,2011,2020-04,良,True,True,0.43,2.01
新城区,商铺,商场商铺,96.74,3,24891.96,240.79,2003,2020-07,差,False,True,0.44,1.83
雁塔区,写字楼,甲级写字楼,987.88,10,43852.89,4332.15,2022,2023-06,良,False,False,0.29,3.16
新城区,住宅,中档小区,102.44,12,22014.12,225.51,2019,2021-02,良,True,False,0.37,3.86
曲江新区,住宅,普通住宅,71.28,25,16264.61,115.94,2018,2020-06,良,False,False,0.28,2.47
莲湖区,写字楼,普通写字楼,109.22,15,20479.05,223.67,2021,2023-08,良,False,False,0.31,3.26
灞桥区,住宅,高档小区,166.33,6,15803.22,262.86,1996,2023-11,中,False,True,0.41,2.51
新城区,商铺,社区商铺,143.33,4,19448.15,278.76,1994,2019-10,优,False,False,0.27,3.93
高新区,住宅,中档小区,98.83,15,19277.49,190.52,1994,2019-12,优,True,False,0.37,3.99
未央区,住宅,高档小区,177.08,20,12176.97,215.63,1992,2023-09,差,False,True,0.42,4.36
未央区,住宅,普通住宅,73.05,32,8577.16,62.66,2006,2020-11,优,False,True,0.33,2.22
新城区,写字楼,乙级写字楼,394.08,2,26353.27,1038.54,1990,2023-12,良,False,True,0.43,1.89
经开区,住宅,高档小区,139.84,12,20847.41,291.52,2006,2023-04,中,True,False,0.29,1.85
经开区,商铺,社区商铺,66.08,16,11463.63,75.76,2006,2023-06,中,True,True,0.36,4.43
未央区,写字楼,乙级写字楼,181.74,6,18994.16,345.2,2010,2020-01,良,False,True,0.42,2.2
莲湖区,住宅,高档小区,94.42,2,20082.98,189.62,2009,2022-07,优,False,False,0.25,3.94
碑林区,写字楼,甲级写字楼,834.65,7,45052.93,3760.36,1991,2020-10,中,False,True,0.36,3.47
高新区,商铺,商场商铺,84.48,30,31574.0,266.73,2010,2020-03,良,False,True,0.26,4.37
莲湖区,商铺,临街商铺,133.08,5,27599.94,367.3,2005,2021-06,良,False,False,0.42,3.91
长安区,商铺,商场商铺,70.89,17,30161.45,213.8,2015,2021-03,差,True,False,0.35,2.16
未央区,写字楼,乙级写字楼,214.58,1,19708.95,422.91,2023,2023-12,良,False,True,0.34,2.72
高新区,写字楼,普通写字楼,448.08,26,17341.23,777.03,2016,2021-06,良,True,False,0.29,2.13
长安区,商铺,商场商铺,104.16,2,20289.0,211.34,2014,2022-12,优,False,True,0.33,4.43
长安区,住宅,高档小区,107.96,12,16593.67,179.14,1994,2021-03,优,True,True,0.29,3.5
高新区,写字楼,甲级写字楼,734.76,3,36323.55,2668.92,2004,2019-05,差,False,False,0.41,1.54
经开区,住宅,普通住宅,119.28,23,8438.1,100.65,2002,2019-09,优,True,True,0.31,3.88
雁塔区,写字楼,普通写字楼,252.76,30,13118.29,331.58,1998,2019-11,差,False,True,0.44,4.08
灞桥区,商铺,临街商铺,64.72,3,14405.86,93.23,2008,2019-11,差,False,True,0.32,2.21
高新区,商铺,临街商铺,57.91,13,40150.19,232.51,2007,2023-05,良,False,True,0.45,2.24
经开区,商铺,社区商铺,104.55,10,18743.65,195.97,2019,2023-09,差,True,False,0.32,4.42
碑林区,商铺,社区商铺,73.92,21,26936.6,199.13,1994,2023-04,优,False,False,0.41,3.13
长安区,写字楼,乙级写字楼,233.41,27,18326.29,427.76,2021,2021-06,良,False,False,0.42,1.89
高新区,商铺,社区商铺,32.22,26,22848.57,73.61,1994,2022-12,中,False,False,0.27,3.37
经开区,写字楼,普通写字楼,348.72,33,11118.26,387.72,1999,2020-05,差,True,True,0.34,4.15
高新区,写字楼,乙级写字楼,295.13,31,21948.86,647.77,2006,2022-07,优,False,True,0.34,3.56
灞桥区,写字楼,甲级写字楼,602.86,3,21522.75,1297.51,2018,2019-07,良,False,False,0.39,1.67
灞桥区,住宅,高档小区,177.14,29,17863.33,316.43,2019,2022-04,良,True,True,0.41,2.4
莲湖区,住宅,普通住宅,73.99,14,13506.61,99.93,1997,2021-02,中,True,False,0.45,1.69
雁塔区,住宅,中档小区,91.93,28,21872.33,201.08,2011,2022-11,良,False,False,0.35,4.25
长安区,商铺,临街商铺,184.02,31,20328.34,374.09,1991,2023-03,中,False,False,0.37,1.88
经开区,商铺,社区商铺,137.88,5,12093.99,166.76,2003,2019-09,差,False,True,0.28,4.02
长安区,商铺,社区商铺,108.85,20,11679.57,127.13,1996,2020-03,优,True,False,0.43,4.44
经开区,住宅,高档小区,132.62,12,11812.5,156.66,2001,2022-01,优,True,True,0.43,3.92
曲江新区,写字楼,普通写字楼,175.59,15,21344.98,374.8,1995,2023-05,优,True,True,0.34,2.72
莲湖区,商铺,临街商铺,272.61,2,22565.9,615.16,2019,2022-12,良,False,True,0.36,2.48
新城区,商铺,临街商铺,180.28,13,28794.88,519.11,1994,2020-02,中,False,True,0.41,3.27
雁塔区,住宅,高档小区,183.41,26,15911.73,291.84,2002,2023-04,优,True,False,0.45,4.29
曲江新区,住宅,普通住宅,97.08,25,19440.88,188.73,2016,2022-03,良,False,False,0.35,3.01
新城区,写字楼,普通写字楼,126.01,3,15686.15,197.66,2021,2022-05,中,False,False,0.43,4.08
雁塔区,商铺,商场商铺,86.33,17,29167.54,251.82,2014,2019-03,差,False,True,0.33,2.47
经开区,住宅,高档小区,144.56,19,18215.68,263.32,1990,2020-05,良,True,False,0.3,4.02
未央区,住宅,高档小区,90.19,5,15165.81,136.78,1994,2021-07,中,False,True,0.43,2.44
碑林区,住宅,普通住宅,108.04,2,16508.53,178.37,2008,2022-01,差,False,True,0.4,2.22
经开区,住宅,中档小区,114.82,31,11208.11,128.7,1998,2021-10,中,False,True,0.35,4.41
灞桥区,商铺,社区商铺,132.04,33,15332.15,202.45,2018,2021-10,中,False,False,0.36,1.96
曲江新区,住宅,普通住宅,74.82,12,19360.87,144.85,2007,2020-07,差,True,False,0.29,4.26
灞桥区,住宅,普通住宅,91.95,6,7813.91,71.85,1994,2020-05,差,False,False,0.27,3.12
高新区,写字楼,甲级写字楼,346.67,17,37316.24,1293.65,2004,2021-03,中,False,True,0.45,4.03
新城区,商铺,社区商铺,128.26,12,15397.81,197.49,1990,2021-04,差,False,False,0.39,4.25
灞桥区,住宅,高档小区,96.29,5,11242.9,108.26,1998,2023-09,中,False,True,0.43,4.38
碑林区,写字楼,普通写字楼,496.67,5,18102.67,899.11,2010,2019-12,中,False,False,0.36,4.0
雁塔区,商铺,临街商铺,57.96,4,26117.53,151.38,2020,2020-07,良,False,False,0.43,3.14
经开区,商铺,临街商铺,225.19,15,18564.27,418.06,2019,2019-09,差,False,True,0.45,3.7
曲江新区,商铺,临街商铺,159.14,14,31057.0,494.24,2007,2022-02,良,True,True,0.44,3.24
曲江新区,商铺,社区商铺,36.01,5,16285.63,58.65,2002,2020-12,良,False,True,0.39,2.1
灞桥区,商铺,社区商铺,65.23,12,14301.85,93.3,2014,2019-03,良,True,True,0.43,3.65
长安区,住宅,普通住宅,76.42,9,8645.57,66.07,2012,2019-10,优,False,True,0.27,3.39
莲湖区,住宅,普通住宅,80.04,30,16139.7,129.19,2017,2020-08,中,True,False,0.31,2.16
长安区,住宅,中档小区,119.24,4,17290.12,206.17,2018,2021-03,差,False,False,0.38,3.67
长安区,商铺,社区商铺,93.81,8,14381.39,134.91,2005,2023-07,优,True,False,0.4,3.41
高新区,商铺,社区商铺,86.54,24,20814.61,180.14,1991,2020-09,优,True,True,0.35,2.41
雁塔区,写字楼,乙级写字楼,671.47,5,24304.66,1631.97,2017,2019-05,优,False,False,0.39,4.34
曲江新区,住宅,高档小区,104.84,15,18130.56,190.07,2002,2019-09,优,False,True,0.26,2.49
莲湖区,写字楼,乙级写字楼,504.88,11,21926.36,1107.01,2019,2020-12,良,False,True,0.36,2.2
高新区,写字楼,普通写字楼,294.32,18,14057.3,413.73,2001,2021-06,良,False,False,0.33,1.79
莲湖区,住宅,高档小区,150.68,21,16912.27,254.84,2022,2023-03,良,False,False,0.34,4.05
经开区,写字楼,乙级写字楼,561.67,4,20733.64,1164.54,2023,2023-01,中,False,False,0.36,1.95
经开区,住宅,中档小区,102.42,2,9913.69,101.54,2003,2019-04,差,False,True,0.33,2.42
未央区,住宅,普通住宅,79.49,24,12614.34,100.28,2014,2022-02,差,True,True,0.38,4.03
曲江新区,写字楼,乙级写字楼,125.53,6,26781.78,336.2,2007,2020-11,中,False,True,0.28,2.35
灞桥区,住宅,普通住宅,98.54,10,8797.18,86.69,1993,2019-05,良,False,False,0.39,3.72
经开区,住宅,中档小区,126.94,7,10192.77,129.39,2000,2022-04,良,False,True,0.41,3.13
雁塔区,写字楼,普通写字楼,316.07,16,22710.58,717.82,2006,2019-03,中,True,True,0.32,3.27
长安区,写字楼,乙级写字楼,194.33,2,15235.63,296.08,1996,2019-06,优,False,True,0.39,2.2
碑林区,写字楼,普通写字楼,431.88,4,13030.35,562.76,1990,2022-08,优,False,True,0.4,3.5
曲江新区,住宅,中档小区,149.61,21,13897.1,207.91,1999,2019-07,差,False,True,0.36,4.37
曲江新区,住宅,普通住宅,69.97,6,17367.25,121.51,1998,2020-10,良,False,True,0.31,2.35
莲湖区,写字楼,甲级写字楼,636.38,14,25594.11,1628.75,1998,2019-11,良,False,True,0.28,3.38
灞桥区,商铺,社区商铺,79.12,1,13017.59,103.0,1999,2019-10,中,False,False,0.43,3.33
新城区,住宅,普通住宅,95.96,30,14222.61,136.48,2009,2020-09,良,False,False,0.31,3.33
经开区,写字楼,普通写字楼,414.99,7,12804.75,531.39,1996,2019-08,良,False,True,0.42,4.05
经开区,商铺,临街商铺,236.11,9,24215.03,571.73,1993,2023-05,差,False,False,0.26,3.51
雁塔区,住宅,高档小区,182.63,27,23467.17,428.59,1994,2020-08,差,False,True,0.34,2.91
新城区,写字楼,乙级写字楼,219.08,29,25598.8,560.82,2018,2023-10,良,True,True,0.42,2.61
经开区,商铺,临街商铺,143.36,15,16836.63,241.37,2008,2021-12,差,True,True,0.29,4.1
莲湖区,商铺,临街商铺,252.59,4,26511.65,669.66,1999,2021-02,中,False,False,0.31,3.44
碑林区,写字楼,乙级写字楼,786.47,3,29713.1,2336.85,2014,2022-03,中,False,False,0.41,4.42
长安区,商铺,临街商铺,262.93,5,18953.64,498.36,1998,2023-07,中,False,True,0.42,2.25
曲江新区,住宅,高档小区,149.85,5,20300.85,304.21,2023,2023-04,差,False,False,0.28,3.78
碑林区,住宅,普通住宅,104.8,20,14964.29,156.82,1995,2022-09,优,False,False,0.34,1.93
莲湖区,住宅,中档小区,97.89,24,12000.26,117.47,1993,2019-01,优,True,False,0.35,1.9
莲湖区,写字楼,甲级写字楼,774.89,6,25200.56,1952.77,2006,2021-04,差,False,False,0.39,2.76
雁塔区,商铺,临街商铺,137.22,3,26661.4,365.85,1997,2021-11,优,False,True,0.37,2.04
经开区,写字楼,乙级写字楼,278.07,11,10595.45,294.62,1990,2022-06,良,False,False,0.32,2.62
长安区,写字楼,甲级写字楼,460.89,14,22371.83,1031.09,1993,2021-02,中,True,True,0.32,3.61
高新区,商铺,社区商铺,142.82,2,14997.32,214.19,1999,2020-02,差,False,False,0.3,2.13
碑林区,商铺,社区商铺,99.89,16,30885.75,308.5,2000,2020-11,中,False,False,0.41,2.9
新城区,商铺,临街商铺,250.73,9,22297.73,559.06,2000,2020-10,良,True,True,0.28,2.69
碑林区,住宅,高档小区,143.74,5,20772.22,298.57,1993,2021-10,中,False,False,0.34,3.29
新城区,住宅,普通住宅,92.05,1,10512.38,96.77,2000,2019-07,差,False,True,0.3,4.1
经开区,商铺,商场商铺,157.17,2,25896.07,407.01,2006,2023-08,良,False,False,0.41,4.19
雁塔区,住宅,普通住宅,72.96,29,17553.87,128.07,2021,2021-07,良,True,True,0.37,4.41
长安区,商铺,临街商铺,151.03,5,17741.77,267.96,2011,2023-11,优,False,True,0.44,3.45
长安区,写字楼,甲级写字楼,597.47,25,25327.78,1513.25,2020,2021-09,中,False,False,0.34,2.44
莲湖区,写字楼,普通写字楼,433.41,17,17267.86,748.41,2011,2020-09,中,False,True,0.42,1.62
高新区,写字楼,普通写字楼,201.49,10,18450.73,371.76,2016,2022-09,中,True,False,0.3,4.27
碑林区,住宅,高档小区,124.96,17,35540.96,444.13,2010,2022-04,中,True,True,0.26,1.73
莲湖区,商铺,社区商铺,104.52,4,18888.63,197.43,2021,2021-12,优,False,False,0.33,3.24
经开区,住宅,高档小区,143.87,1,17632.18,253.67,1998,2019-06,优,False,False,0.38,4.5
莲湖区,住宅,中档小区,141.38,19,12264.36,173.4,1997,2021-11,良,True,False,0.44,2.32
长安区,写字楼,乙级写字楼,242.05,27,16255.51,393.46,1999,2022-10,优,False,False,0.35,2.16
未央区,写字楼,普通写字楼,166.62,20,17665.5,294.34,2012,2021-09,差,False,True,0.28,4.09
曲江新区,住宅,中档小区,130.62,8,19005.4,248.25,1994,2020-06,良,False,False,0.38,2.56
灞桥区,住宅,中档小区,88.39,2,8538.49,75.47,2007,2021-10,优,False,True,0.27,2.64
曲江新区,住宅,普通住宅,92.4,10,18744.45,173.2,2020,2023-01,优,False,False,0.38,3.78
碑林区,写字楼,甲级写字楼,633.33,5,38003.17,2406.86,2023,2023-11,优,False,True,0.25,4.41
经开区,住宅,普通住宅,77.07,19,12654.74,97.53,2023,2023-01,中,False,False,0.3,3.38
曲江新区,商铺,临街商铺,181.38,11,26535.02,481.28,2007,2021-04,良,False,True,0.39,2.07
新城区,住宅,普通住宅,72.97,6,14259.43,104.05,2021,2021-03,优,False,False,0.29,2.02
雁塔区,住宅,中档小区,148.83,4,19981.24,297.38,2013,2023-03,中,False,False,0.33,2.33
未央区,住宅,高档小区,115.95,13,19750.9,229.01,2000,2022-12,差,True,True,0.27,2.43
莲湖区,住宅,高档小区,195.74,22,15351.19,300.49,2000,2020-02,中,False,False,0.3,1.89
未央区,商铺,临街商铺,79.39,11,27211.13,216.04,2021,2022-07,优,True,True,0.32,3.1
新城区,商铺,社区商铺,90.21,15,20292.45,183.06,2019,2019-11,优,False,True,0.29,3.42
曲江新区,写字楼,普通写字楼,387.7,4,16543.49,641.4,2010,2019-06,中,False,False,0.41,3.87
高新区,商铺,社区商铺,53.62,10,27331.72,146.56,1992,2021-01,差,False,True,0.38,3.88
未央区,商铺,临街商铺,241.34,20,19006.53,458.7,2020,2021-02,中,False,True,0.34,3.09
雁塔区,住宅,高档小区,193.7,17,26654.37,516.29,1993,2022-01,中,False,True,0.32,4.28
灞桥区,住宅,高档小区,146.98,7,13732.33,201.83,2020,2023-04,中,False,False,0.44,4.39
长安区,住宅,普通住宅,112.44,26,8486.2,95.42,2018,2023-10,差,True,False,0.43,3.78
未央区,商铺,社区商铺,138.67,20,20262.26,280.97,2018,2023-07,优,True,True,0.34,2.56
曲江新区,写字楼,乙级写字楼,204.42,20,31471.49,643.35,2013,2023-03,差,False,True,0.37,3.4
经开区,住宅,中档小区,133.81,25,16568.49,221.7,2021,2022-05,优,False,True,0.31,3.09
灞桥区,商铺,临街商铺,287.23,8,20106.19,577.51,1993,2020-06,差,True,False,0.25,2.78
灞桥区,写字楼,甲级写字楼,794.27,21,17238.08,1369.17,1990,2022-07,差,True,True,0.26,2.78
碑林区,商铺,社区商铺,68.45,14,29542.49,202.21,2003,2020-04,良,False,False,0.4,1.74
莲湖区,写字楼,普通写字楼,338.35,2,16360.29,553.55,2022,2023-03,良,False,False,0.42,4.33
曲江新区,商铺,临街商铺,104.99,24,30455.86,319.75,2020,2021-05,良,False,False,0.29,2.59
灞桥区,商铺,商场商铺,149.17,3,23192.4,345.95,1996,2019-11,优,False,False,0.29,3.84
新城区,写字楼,乙级写字楼,525.97,3,26832.52,1411.31,2011,2019-06,优,False,False,0.35,1.62
碑林区,商铺,社区商铺,40.85,7,19526.46,79.76,1997,2023-12,优,False,True,0.42,2.98
曲江新区,住宅,普通住宅,87.58,18,14914.74,130.62,1999,2021-09,中,True,False,0.31,1.99
灞桥区,商铺,临街商铺,184.64,32,18123.43,334.63,1999,2022-06,中,False,False,0.34,3.97
高新区,住宅,中档小区,139.77,16,17757.03,248.2,2015,2022-07,差,True,False,0.33,3.51
新城区,商铺,临街商铺,189.17,1,38674.56,731.62,2023,2023-01,良,False,True,0.3,2.3
新城区,商铺,临街商铺,143.42,12,22169.43,317.94,1993,2020-06,差,True,True,0.3,3.73
经开区,写字楼,甲级写字楼,591.71,14,22313.95,1320.35,1998,2023-01,差,True,True,0.34,2.1
灞桥区,商铺,社区商铺,128.42,29,9381.87,120.48,1992,2023-02,良,True,False,0.25,3.22
曲江新区,商铺,商场商铺,162.91,31,33567.14,546.84,1994,2021-05,优,True,True,0.33,3.95
