district,enterprise_type,register_date,registered_capital,employee_count,development_stage,is_active,annual_revenue,annual_profit,patent_count,rd_investment_ratio,has_foreign_investment,is_listed,tax_contribution
碑林区,金融服务,2020-12-30,43032.08,192,成长期,True,82566.09,14361.44,5,0.0103,True,False,8139.16
高新区,商贸服务,2022-06-23,168.05,84,成长期,True,420.62,75.27,4,0.0459,True,False,58.08
莲湖区,商贸服务,2023-03-15,1367.48,56,成长期,True,3140.55,549.51,0,0.0196,True,False,196.1
长安区,制造业,2019-03-04,11807.81,1945,转型期,True,26273.16,1396.36,4,0.0246,True,True,2036.32
曲江新区,文化创意,2023-01-04,732.75,93,成熟期,True,3390.36,686.95,7,0.1258,False,False,335.72
未央区,制造业,2021-05-29,10594.32,670,初创期,True,6410.84,-132.14,0,0.0495,True,False,916.64
新城区,商贸服务,2022-07-28,534.0,190,成熟期,False,1794.99,505.29,2,0.0194,False,False,227.31
经开区,科技企业,2023-07-21,3546.46,88,成长期,True,9642.92,1358.2,20,0.1149,False,False,711.57
雁塔区,商贸服务,2021-07-16,914.1,181,成熟期,True,3757.15,784.06,4,0.0332,True,False,479.82
新城区,制造业,2021-07-03,18963.81,231,成长期,True,29372.56,4621.5,5,0.0467,False,False,2257.76
新城区,金融服务,2023-06-14,48621.24,97,成长期,True,132834.35,22519.05,1,0.0159,False,False,14086.91
经开区,科技企业,2019-07-09,7014.0,237,成熟期,True,32696.98,5759.39,20,0.0648,False,True,3788.12
莲湖区,制造业,2019-10-08,16922.85,91,成长期,True,27099.07,4490.83,5,0.0404,False,False,1524.26
经开区,制造业,2019-04-11,14522.05,1304,成长期,True,42994.26,6647.53,4,0.0446,True,False,2334.66
经开区,科技企业,2020-02-09,9382.47,138,成熟期,True,35701.27,7940.82,8,0.0561,True,True,4415.33
未央区,制造业,2021-05-02,14168.95,1504,成长期,True,34416.39,4776.64,5,0.0129,True,True,3970.84
高新区,科技企业,2019-04-19,654.88,436,成熟期,True,2363.45,496.34,17,0.1361,False,False,138.92
未央区,制造业,2023-05-01,17950.74,755,初创期,False,11052.8,821.24,3,0.0365,True,True,986.15
长安区,制造业,2019-08-05,15243.86,1910,成长期,True,34023.7,5507.4,5,0.0177,True,True,3332.28
高新区,金融服务,2021-07-07,23553.26,84,初创期,True,16892.24,1536.86,1,0.0152,False,True,1866.03
长安区,制造业,2021-10-20,19253.06,210,成长期,True,32208.94,3497.98,0,0.0359,False,False,4794.4
长安区,制造业,2023-05-18,8339.82,1311,初创期,True,11862.85,61.66,0,0.0312,True,False,934.25
经开区,制造业,2022-08-14,12696.07,756,初创期,True,17953.23,-3183.01,0,0.0395,False,False,1576.81
高新区,科技企业,2020-05-03,7657.81,250,初创期,True,9174.03,-928.97,11,0.1117,True,False,841.38
曲江新区,金融服务,2021-10-15,7346.85,256,成长期,True,13909.57,2317.04,2,0.0143,True,True,1582.73
经开区,制造业,2019-09-25,10074.6,414,成长期,False,16343.27,1931.1,2,0.0223,False,True,1797.02
碑林区,商贸服务,2020-09-15,3457.17,24,成长期,True,8247.86,1481.86,4,0.0208,False,False,991.59
莲湖区,商贸服务,2022-03-22,4719.05,135,成熟期,True,17842.81,3196.85,0,0.0252,False,True,2071.46
莲湖区,制造业,2022-12-16,8687.45,362,初创期,True,8144.87,722.56,4,0.0431,False,False,512.88
新城区,金融服务,2023-02-23,35515.75,48,成长期,True,76424.47,8729.4,1,0.016,False,False,4808.21
碑林区,科技企业,2023-03-03,6951.27,36,成长期,True,10721.68,1104.43,2,0.0528,True,False,624.68
新城区,商贸服务,2023-02-07,1284.8,80,成长期,True,2408.26,398.78,0,0.0255,False,False,180.99
新城区,金融服务,2022-12-19,6219.67,21,转型期,True,14987.19,850.93,1,0.0431,True,True,1951.73
经开区,制造业,2020-05-31,9982.98,1230,转型期,True,33394.71,4301.93,2,0.0365,False,False,4596.68
碑林区,文化创意,2021-08-31,1956.11,91,初创期,True,2896.0,-277.75,5,0.1226,False,False,258.96
新城区,金融服务,2021-11-29,3769.48,248,成长期,True,11244.29,1701.56,4,0.0274,False,False,1581.93
碑林区,金融服务,2023-09-29,41032.43,269,成熟期,True,151392.04,29776.79,1,0.0314,True,False,18584.84
莲湖区,商贸服务,2021-05-24,2745.71,176,初创期,True,1905.33,-45.26,3,0.0304,True,False,168.93
新城区,金融服务,2023-12-25,32347.28,71,初创期,True,47733.6,-1606.0,2,0.0385,True,False,4883.63
雁塔区,文化创意,2022-10-12,141.91,88,转型期,True,533.88,52.21,5,0.0556,True,False,36.12
碑林区,商贸服务,2021-04-23,4745.21,120,初创期,True,5145.69,461.28,0,0.0474,False,False,402.97
长安区,制造业,2022-01-04,17132.99,447,初创期,True,15811.33,-2184.33,4,0.0423,False,True,1498.63
新城区,金融服务,2023-07-02,2162.64,141,初创期,False,2365.75,-231.23,1,0.043,True,False,153.88
莲湖区,商贸服务,2020-06-09,356.16,102,成熟期,True,1074.81,164.71,5,0.0158,True,False,69.48
碑林区,商贸服务,2023-07-31,2286.54,193,成长期,True,4907.04,615.73,5,0.0211,False,False,417.67
高新区,科技企业,2023-08-30,9936.42,397,初创期,False,13293.86,804.06,18,0.1347,True,False,965.75
碑林区,商贸服务,2023-03-16,3641.01,62,成熟期,False,13711.66,4041.61,4,0.0197,True,False,1333.17
莲湖区,商贸服务,2022-09-10,4144.92,184,初创期,False,5993.14,-175.05,0,0.0351,True,False,683.09
高新区,科技企业,2019-01-09,3577.5,85,成长期,True,7085.07,956.75,3,0.1459,False,False,407.87
莲湖区,商贸服务,2019-03-21,1191.37,147,成长期,True,3133.67,533.59,0,0.0479,False,False,346.69
高新区,金融服务,2019-05-22,33571.53,85,成长期,True,81569.53,8946.64,5,0.0187,True,False,10841.06
碑林区,文化创意,2020-12-13,435.28,17,初创期,True,468.62,12.34,15,0.0701,False,False,52.73
经开区,文化创意,2023-02-23,1060.23,97,成熟期,True,3692.71,887.33,7,0.1164,False,False,469.58
经开区,科技企业,2020-05-08,349.82,332,成熟期,True,1154.85,344.5,10,0.1497,True,False,160.74
高新区,金融服务,2019-10-25,2723.38,22,初创期,True,1592.85,-242.32,2,0.0392,False,False,166.95
灞桥区,制造业,2021-06-03,9181.61,1944,初创期,True,5207.35,-852.2,3,0.0238,True,False,738.43
新城区,商贸服务,2023-06-07,1324.55,139,成熟期,False,4284.78,785.12,1,0.0417,True,False,608.18
莲湖区,商贸服务,2020-07-29,1076.94,158,初创期,True,1334.86,-164.0,4,0.0428,False,False,93.46
碑林区,商贸服务,2019-01-14,3038.27,176,初创期,True,4102.68,-690.44,0,0.0494,False,False,571.27
雁塔区,文化创意,2020-06-10,461.09,10,初创期,True,648.67,-111.59,17,0.0666,True,False,46.47
碑林区,商贸服务,2021-03-09,4751.6,122,转型期,False,13358.98,1683.97,0,0.0336,True,True,1452.27
高新区,科技企业,2020-07-06,2603.81,102,成长期,True,6357.32,641.69,17,0.144,True,False,488.19
莲湖区,商贸服务,2023-12-22,3206.89,77,成长期,False,5562.03,982.92,2,0.0203,True,False,494.04
曲江新区,商贸服务,2019-01-12,4771.03,66,成长期,True,7549.31,1248.07,3,0.0148,True,False,1008.05
新城区,商贸服务,2021-01-13,4316.27,134,初创期,True,5312.06,269.77,5,0.0452,False,False,680.68
雁塔区,科技企业,2020-12-09,9003.13,479,成长期,True,22023.03,4049.44,17,0.1461,True,False,1884.07
雁塔区,文化创意,2020-01-08,377.15,63,成长期,False,662.71,104.95,15,0.054,True,False,38.26
新城区,金融服务,2019-08-06,25846.12,251,成熟期,True,109704.51,19281.38,0,0.0498,False,False,7018.36
未央区,制造业,2022-09-19,620.32,1700,成长期,True,1188.12,229.78,5,0.0111,True,False,66.85
新城区,商贸服务,2019-03-04,454.65,167,初创期,True,264.65,-44.24,5,0.0417,True,False,19.94
经开区,制造业,2023-05-01,18837.27,913,初创期,True,11535.31,-261.82,0,0.0317,True,True,1563.24
高新区,金融服务,2023-08-17,17069.49,216,成熟期,True,78450.37,12637.37,2,0.021,False,False,5829.79
经开区,科技企业,2019-02-27,4034.99,82,初创期,True,3668.61,187.73,9,0.0556,False,False,369.42
新城区,科技企业,2023-12-23,2920.23,77,成长期,True,8665.92,1318.03,7,0.1496,True,False,1160.48
雁塔区,商贸服务,2022-04-27,1113.94,193,成熟期,False,3959.26,1053.72,5,0.04,True,False,214.74
曲江新区,文化创意,2023-03-12,1589.19,21,初创期,True,1593.4,110.42,4,0.0627,True,False,82.27
未央区,制造业,2023-05-03,10159.96,537,成熟期,True,33112.35,7361.36,5,0.0277,True,False,4457.53
雁塔区,文化创意,2021-12-23,1724.34,31,成熟期,True,6651.38,1937.98,19,0.0859,False,False,877.7
新城区,商贸服务,2019-04-03,2572.81,42,初创期,False,3321.86,-317.57,4,0.0372,True,False,321.76
莲湖区,制造业,2022-01-04,12400.39,211,成长期,True,20939.13,3515.62,2,0.0151,True,False,2520.66
碑林区,文化创意,2023-08-16,1718.65,44,成长期,False,4253.92,729.2,8,0.11,False,False,229.41
雁塔区,文化创意,2022-06-11,359.63,47,成长期,True,685.72,123.48,10,0.1285,True,False,64.77
新城区,商贸服务,2019-06-25,2832.97,131,成长期,True,6299.84,924.04,4,0.0277,True,False,926.76
经开区,制造业,2023-06-24,13133.84,547,转型期,True,47623.56,3605.06,4,0.035,True,True,2395.59
高新区,金融服务,2022-11-11,36734.2,180,初创期,True,41681.67,3532.33,1,0.0407,False,False,3637.24
新城区,金融服务,2019-02-19,1580.54,60,初创期,True,1066.48,-198.34,4,0.0197,False,False,70.29
高新区,金融服务,2021-05-21,37284.7,280,初创期,True,31900.67,-4460.24,0,0.0117,False,False,2868.98
新城区,金融服务,2023-09-30,24453.92,96,初创期,True,15615.82,115.13,2,0.0221,True,False,1396.96
莲湖区,制造业,2019-01-24,10186.87,1392,成长期,True,23267.2,3218.55,2,0.0357,True,False,1335.55
雁塔区,商贸服务,2023-08-06,1968.94,76,初创期,True,1859.47,50.67,3,0.0228,False,False,232.96
高新区,金融服务,2022-03-16,31037.64,107,成长期,True,88186.71,15117.37,0,0.0442,True,False,12743.08
长安区,制造业,2023-05-11,19610.23,184,成长期,True,53157.15,9040.34,4,0.0168,False,True,4834.99
新城区,商贸服务,2023-06-19,744.94,118,初创期,True,1078.3,-201.38,0,0.047,False,False,54.92
雁塔区,科技企业,2019-09-04,3002.48,336,转型期,True,6432.12,724.4,9,0.0732,False,False,737.54
曲江新区,文化创意,2019-05-16,746.75,31,成熟期,True,2611.22,467.95,1,0.1246,True,False,214.83
莲湖区,商贸服务,2021-08-04,752.57,163,成长期,True,2053.11,385.11,5,0.0289,False,False,129.45
碑林区,金融服务,2023-12-30,36982.24,145,初创期,True,33407.94,-5335.78,3,0.0185,True,True,1803.86
长安区,科技企业,2019-11-09,1708.53,267,初创期,True,2478.76,49.92,12,0.1326,True,False,143.34
新城区,金融服务,2019-10-11,48694.61,55,初创期,True,63635.09,-9533.85,3,0.0255,True,False,7541.62
高新区,金融服务,2023-04-15,35596.96,157,初创期,True,36365.73,-5107.38,3,0.0418,False,True,2554.0
雁塔区,金融服务,2021-04-21,26913.46,227,成熟期,True,104167.24,18506.44,5,0.0441,True,True,10550.73
曲江新区,文化创意,2023-08-12,675.03,6,转型期,True,1961.67,217.89,13,0.0521,False,False,189.46
新城区,商贸服务,2021-04-01,4715.87,120,转型期,True,12565.72,1093.37,1,0.0425,True,True,693.67
长安区,制造业,2022-06-20,673.63,514,成熟期,True,2646.93,726.53,0,0.0338,True,False,218.88
雁塔区,制造业,2019-02-15,19760.83,1916,成长期,True,38245.14,4905.67,4,0.0233,True,False,5079.89
碑林区,文化创意,2019-06-17,183.42,88,成熟期,True,773.94,163.3,15,0.0771,True,False,41.76
雁塔区,科技企业,2021-08-14,6034.42,343,成熟期,False,22595.12,5440.56,11,0.0854,True,False,3386.57
新城区,商贸服务,2023-01-18,1373.74,70,成熟期,True,4272.9,768.86,3,0.0314,True,False,473.07
长安区,制造业,2022-05-22,18097.04,1966,成长期,False,52431.85,7667.01,2,0.0498,True,True,3703.55
长安区,制造业,2023-08-17,10088.13,869,成长期,True,30188.28,5767.99,0,0.0161,False,False,4349.92
新城区,商贸服务,2023-02-08,945.7,94,初创期,True,1131.83,20.54,5,0.0486,False,False,125.37
雁塔区,文化创意,2022-09-25,587.37,51,初创期,True,767.65,-65.23,2,0.0734,True,False,90.72
经开区,商贸服务,2019-03-13,1596.96,16,初创期,True,1755.69,-58.93,2,0.0441,False,False,88.36
灞桥区,文化创意,2019-12-09,1083.95,22,转型期,False,2684.03,382.83,10,0.1281,False,False,291.81
雁塔区,文化创意,2021-08-30,1202.48,35,成长期,True,2193.4,251.74,15,0.0596,True,False,280.19
莲湖区,科技企业,2023-08-12,7659.94,57,初创期,False,5354.75,-9.35,1,0.0979,False,False,486.17
新城区,科技企业,2019-05-25,2472.72,239,成长期,True,4309.04,763.49,8,0.065,True,False,419.15
雁塔区,科技企业,2023-07-15,1765.76,284,成长期,True,3683.77,728.51,8,0.0915,False,False,325.33
长安区,金融服务,2020-04-21,8400.19,46,成熟期,True,28989.61,8199.44,4,0.0265,False,False,2623.34
莲湖区,制造业,2020-05-13,5743.11,1912,初创期,True,3253.52,222.58,1,0.0145,True,False,189.48
新城区,商贸服务,2022-10-22,1288.54,182,成熟期,True,4111.68,1228.48,3,0.049,False,False,523.81
曲江新区,文化创意,2021-12-15,100.21,60,成长期,True,266.56,31.22,14,0.0505,False,False,15.18
曲江新区,文化创意,2023-12-21,695.29,57,成长期,True,1782.65,305.25,12,0.0693,False,False,119.1
灞桥区,文化创意,2020-05-04,1618.79,67,成长期,True,4512.56,792.1,10,0.1111,False,False,506.38
曲江新区,文化创意,2021-06-07,1762.59,48,成熟期,False,8404.53,2450.25,19,0.1358,False,False,713.53
长安区,制造业,2019-07-30,18669.42,1165,初创期,True,17648.69,-2908.26,1,0.0374,True,False,1829.45
雁塔区,科技企业,2019-07-19,8391.03,497,初创期,False,4537.36,111.98,17,0.0801,True,False,672.19
碑林区,文化创意,2022-04-13,1711.53,75,初创期,True,1096.03,60.58,14,0.0521,False,False,137.11
莲湖区,商贸服务,2020-02-03,872.19,139,成熟期,True,3975.44,828.57,3,0.0121,True,False,223.62
雁塔区,文化创意,2021-04-02,448.21,97,成熟期,False,1904.3,417.95,14,0.1004,False,False,280.14
曲江新区,科技企业,2020-05-02,7185.69,170,成熟期,False,35464.94,6785.0,2,0.0847,False,True,3832.41
新城区,金融服务,2023-08-24,5020.6,89,成熟期,True,17418.41,4099.02,0,0.0114,False,False,1028.08
莲湖区,商贸服务,2020-03-02,2026.87,16,初创期,True,2496.9,200.49,1,0.0259,False,False,132.86
莲湖区,商贸服务,2020-12-08,1346.35,89,成长期,True,2338.85,300.94,4,0.0191,False,False,289.5
雁塔区,科技企业,2020-02-12,9252.95,370,成长期,False,21371.84,4203.33,13,0.0856,True,True,2373.49
高新区,科技企业,2019-07-23,5424.8,269,成长期,True,12079.44,1520.59,10,0.1216,False,False,1052.32
新城区,金融服务,2019-08-23,17348.58,29,初创期,True,20806.86,1743.12,3,0.0232,True,False,2218.7
莲湖区,商贸服务,2019-06-20,103.04,77,成熟期,True,431.9,69.38,0,0.0442,False,False,51.89
莲湖区,金融服务,2020-12-23,13089.65,230,成长期,True,39028.44,7463.04,3,0.0285,False,True,4615.48
雁塔区,科技企业,2021-11-02,3194.5,378,成长期,True,7734.15,1170.1,16,0.0983,True,False,747.86
雁塔区,科技企业,2023-02-04,6430.72,196,成长期,True,14442.52,2540.32,9,0.0801,False,False,1974.46
高新区,科技企业,2022-10-31,5594.44,299,成熟期,True,22188.05,5466.27,19,0.0886,False,True,2239.0
碑林区,商贸服务,2022-01-05,544.86,32,成长期,True,1262.93,220.14,5,0.0284,False,False,135.79
经开区,制造业,2021-10-25,17183.21,74,成长期,True,42686.04,6969.29,3,0.0472,True,False,6284.45
经开区,制造业,2022-05-16,845.56,1406,成长期,True,1860.24,359.26,4,0.0108,False,False,208.22
雁塔区,科技企业,2020-04-20,1987.84,237,成熟期,True,7755.92,1283.11,15,0.1236,False,False,397.81
碑林区,商贸服务,2022-06-01,3190.79,107,成长期,False,5313.01,733.25,1,0.0489,True,False,773.92
曲江新区,科技企业,2022-08-10,7856.88,75,初创期,True,10634.87,945.17,16,0.1117,True,False,1401.86
经开区,制造业,2021-11-11,9619.89,508,初创期,True,7458.45,737.68,5,0.0311,True,False,661.17
碑林区,科技企业,2020-06-22,8670.0,377,成长期,True,15404.74,2273.07,2,0.0621,False,False,860.09
莲湖区,文化创意,2020-02-17,497.63,81,初创期,True,429.06,-18.32,14,0.1419,False,False,44.9
经开区,制造业,2021-11-25,8702.29,110,成长期,False,17088.78,3297.7,0,0.0224,True,False,1321.83
碑林区,金融服务,2023-03-14,11159.82,263,初创期,True,10909.55,-1834.51,5,0.0161,True,True,1605.47
新城区,金融服务,2022-08-10,7233.11,176,成长期,True,13198.16,1371.75,5,0.0122,False,True,736.62
新城区,商贸服务,2020-10-02,4042.35,14,成熟期,True,17806.14,4725.23,2,0.0249,True,False,2308.59
雁塔区,金融服务,2019-04-26,3149.08,238,初创期,True,1791.18,51.21,3,0.0121,False,False,216.22
长安区,制造业,2020-11-02,9518.71,313,成熟期,True,47178.54,8935.59,5,0.0404,False,True,4168.91
经开区,科技企业,2023-03-02,9982.93,419,成熟期,True,47130.21,13233.19,12,0.0677,False,True,6832.59
碑林区,文化创意,2022-01-30,762.43,8,成熟期,False,2585.87,398.84,1,0.0517,False,False,380.53
高新区,科技企业,2022-09-24,3931.54,76,成长期,True,10472.32,1693.16,3,0.1043,False,True,1459.85
莲湖区,文化创意,2019-09-29,1160.98,69,成长期,True,3028.49,428.06,10,0.0691,False,False,220.25
长安区,制造业,2020-06-18,5536.5,1185,成熟期,True,24323.77,6833.21,3,0.0305,False,True,2791.03
新城区,金融服务,2021-03-17,26360.8,282,成熟期,True,91918.89,18335.97,2,0.0425,False,True,11597.59
雁塔区,文化创意,2021-10-28,834.62,61,成长期,True,2460.21,294.42,19,0.1422,True,False,159.0
未央区,商贸服务,2023-01-12,2678.51,105,初创期,True,3473.4,259.18,2,0.0433,False,False,284.85
高新区,科技企业,2020-11-04,8289.86,165,初创期,True,8000.41,-390.02,19,0.0893,True,False,879.72
曲江新区,文化创意,2022-12-30,1310.75,91,初创期,True,1869.6,-271.97,2,0.0557,False,False,174.2
雁塔区,文化创意,2022-07-08,486.71,99,成长期,True,735.78,137.34,20,0.108,True,False,53.65
长安区,制造业,2020-04-28,12605.45,229,初创期,True,10340.87,524.26,4,0.0167,False,False,822.6
碑林区,商贸服务,2021-11-10,3056.83,193,成长期,True,7646.37,1268.88,2,0.0417,True,False,1095.29
长安区,科技企业,2022-09-21,5161.14,257,初创期,True,4103.37,360.64,14,0.077,True,False,345.44
雁塔区,制造业,2020-12-12,5559.08,1770,初创期,True,6327.34,-1214.35,5,0.0182,False,False,883.48
未央区,制造业,2020-05-22,16632.84,964,初创期,True,22197.09,-765.68,0,0.0412,False,True,1986.89
新城区,金融服务,2019-05-05,6504.63,275,成长期,True,17635.59,2116.7,2,0.0429,True,True,1474.18
高新区,金融服务,2020-09-06,17197.31,199,初创期,True,11271.45,-1787.68,2,0.039,True,True,1224.86
高新区,科技企业,2022-06-13,825.66,425,成长期,True,1621.2,318.68,15,0.0556,True,False,190.5
雁塔区,文化创意,2021-02-06,1920.7,79,成熟期,False,9227.91,1857.92,6,0.145,False,False,561.79
高新区,金融服务,2019-10-18,49492.76,242,初创期,True,65834.09,-1970.66,4,0.029,False,False,4699.8
曲江新区,文化创意,2023-11-22,570.83,38,初创期,True,325.37,2.47,6,0.0603,False,False,25.39
新城区,商贸服务,2022-07-24,1719.33,143,成熟期,True,7644.05,1253.17,5,0.0432,True,False,1087.06
高新区,科技企业,2021-05-19,8685.3,360,初创期,True,12401.11,-796.68,16,0.0577,False,True,1551.33
碑林区,商贸服务,2022-03-11,4914.18,176,成长期,False,7430.1,1313.41,0,0.0442,False,False,776.36
莲湖区,商贸服务,2020-06-09,1453.16,62,成熟期,False,5846.24,931.05,0,0.0218,False,False,437.44
新城区,商贸服务,2020-10-15,473.0,27,成长期,False,828.36,128.43,4,0.0399,True,False,103.88
经开区,商贸服务,2022-05-08,4211.39,168,成熟期,True,15711.69,2774.4,3,0.0362,True,False,1972.34
新城区,金融服务,2019-10-16,21898.73,154,成长期,True,44667.07,8706.47,2,0.0448,True,False,6005.0
曲江新区,文化创意,2022-05-07,168.77,35,成长期,True,281.24,38.76,1,0.0881,False,False,32.05
曲江新区,商贸服务,2023-11-10,1722.58,196,成长期,True,2936.43,426.97,2,0.0166,True,False,285.58
高新区,金融服务,2023-04-29,23939.7,55,成熟期,True,85152.13,17072.0,1,0.047,False,False,12438.83
经开区,科技企业,2021-06-05,6011.22,481,初创期,True,3943.45,233.31,14,0.1005,False,False,309.72
经开区,金融服务,2023-12-16,40077.0,166,成长期,True,68142.04,12869.91,3,0.0114,False,True,8503.75
碑林区,金融服务,2020-08-16,49002.11,256,初创期,True,31454.84,-5405.98,4,0.0476,False,False,3915.3
长安区,文化创意,2020-03-11,141.1,40,成熟期,True,500.01,103.32,9,0.1494,True,False,45.18
新城区,金融服务,2020-01-06,48140.94,288,初创期,False,41701.96,-8234.54,5,0.025,False,True,4032.69
长安区,制造业,2023-07-01,1252.53,1266,初创期,True,1074.93,-92.72,1,0.025,False,False,119.65
高新区,科技企业,2020-10-23,997.47,337,初创期,True,819.6,-48.28,7,0.0534,False,False,59.42
长安区,金融服务,2023-08-10,17860.05,45,初创期,True,23935.92,-4544.71,5,0.0441,False,True,1295.49
曲江新区,科技企业,2023-05-22,2342.31,107,初创期,True,2261.24,60.87,4,0.0557,False,False,155.79
新城区,金融服务,2022-05-12,10521.06,83,成长期,True,28857.09,3205.75,1,0.0189,False,False,3419.14
莲湖区,科技企业,2020-02-12,8631.17,105,成长期,True,13772.47,1856.16,9,0.0696,True,False,1137.35
曲江新区,文化创意,2020-11-24,1201.6,88,成熟期,True,4990.65,1130.98,19,0.0964,True,False,397.73
碑林区,金融服务,2023-02-18,11842.47,33,成长期,True,19242.39,2256.87,1,0.0113,True,False,1973.17
经开区,制造业,2022-10-09,17515.45,1109,初创期,False,16648.56,1185.57,4,0.0233,True,True,2095.6
未央区,制造业,2019-06-09,6976.51,1895,初创期,True,5757.5,-115.01,5,0.044,False,False,545.19
高新区,制造业,2022-09-01,3717.48,1599,初创期,True,5140.84,-111.35,0,0.0338,True,False,477.65
碑林区,文化创意,2023-04-25,823.55,43,成长期,True,1810.87,302.14,15,0.1481,True,False,95.52
雁塔区,文化创意,2023-07-13,1025.17,89,初创期,True,1139.66,-147.53,9,0.1201,False,False,148.25
曲江新区,制造业,2020-03-11,7130.4,864,成长期,True,10838.75,1861.06,0,0.0297,True,False,1311.45
新城区,金融服务,2019-07-19,28177.94,210,成长期,True,80289.74,10538.4,0,0.044,False,False,9454.85
新城区,金融服务,2019-05-31,39841.68,167,成长期,True,68249.71,13222.37,4,0.015,False,True,6135.85
碑林区,文化创意,2019-09-17,1106.37,54,成长期,True,2711.47,400.02,15,0.1453,True,False,209.25
碑林区,文化创意,2023-03-28,369.36,76,成长期,True,642.77,105.93,8,0.1163,True,False,45.7
雁塔区,文化创意,2020-01-22,1786.7,67,成熟期,True,7913.53,1855.53,9,0.0528,False,False,1173.94
碑林区,文化创意,2021-05-11,1143.98,87,成长期,True,3175.37,554.14,17,0.1372,True,False,285.18
新城区,科技企业,2023-10-21,4318.14,397,成长期,True,12911.79,1296.04,16,0.1372,False,True,1356.57
高新区,金融服务,2019-10-30,5754.11,199,成长期,True,11230.79,2136.82,3,0.0385,False,False,919.85
曲江新区,文化创意,2019-01-03,663.97,31,初创期,True,992.96,-185.84,16,0.0644,False,False,73.43
碑林区,制造业,2020-10-22,16519.48,268,成熟期,False,54969.98,8328.57,2,0.0201,False,False,3736.53
雁塔区,科技企业,2023-10-31,4613.03,375,成长期,True,9078.38,1096.41,8,0.0704,True,False,862.47
高新区,金融服务,2022-09-19,42767.28,264,初创期,True,42066.17,-3854.4,0,0.0438,True,True,6030.87
雁塔区,科技企业,2023-07-03,2744.37,261,成长期,True,7991.68,1393.25,2,0.1262,True,False,604.77
经开区,金融服务,2019-08-18,36267.85,84,初创期,True,18957.35,1478.6,3,0.0377,False,True,1886.42
高新区,科技企业,2020-09-22,3169.0,485,成熟期,True,13520.59,2303.02,7,0.0696,False,True,2026.78
高新区,科技企业,2019-09-24,5585.89,91,成熟期,True,24890.48,5111.41,14,0.0868,True,True,3254.63
莲湖区,商贸服务,2020-11-19,3059.98,35,成长期,True,4976.87,519.15,3,0.0468,False,False,728.4
莲湖区,商贸服务,2021-12-07,517.88,181,初创期,True,630.51,-29.15,4,0.0185,True,False,51.09
碑林区,制造业,2019-10-09,18212.76,996,成熟期,True,65692.23,11288.76,5,0.0301,False,False,4295.46
新城区,制造业,2019-03-05,812.29,1884,初创期,True,1057.04,-34.87,1,0.0369,True,False,87.2
碑林区,科技企业,2021-05-04,5724.2,449,初创期,False,5027.61,140.95,19,0.1193,False,False,334.27
莲湖区,商贸服务,2022-08-09,895.99,151,初创期,True,715.05,5.41,1,0.016,False,False,94.97
经开区,制造业,2020-03-23,10716.92,1911,成长期,True,16232.0,1837.06,3,0.0462,True,True,1032.04
雁塔区,文化创意,2020-02-08,922.92,10,成熟期,True,3803.24,588.85,10,0.071,False,False,271.4
未央区,制造业,2019-05-06,7223.95,814,成长期,False,20644.68,2580.93,1,0.029,False,True,2956.5
长安区,制造业,2020-09-02,2496.84,1707,成长期,True,4471.86,801.24,1,0.0438,False,False,519.03
新城区,金融服务,2020-10-01,4611.58,271,成熟期,True,15026.28,3920.14,0,0.0262,True,False,949.02
碑林区,文化创意,2019-04-16,1561.35,94,初创期,True,1103.31,-193.79,14,0.1048,True,False,126.77
新城区,商贸服务,2020-08-23,1450.57,108,初创期,True,1439.01,-111.47,2,0.0373,False,False,182.77
新城区,科技企业,2020-06-12,2429.81,298,成长期,False,4008.18,725.7,9,0.1018,True,False,594.41
雁塔区,商贸服务,2020-08-14,2381.86,152,成长期,True,6030.67,1181.21,3,0.0485,False,False,538.82
碑林区,商贸服务,2022-08-22,325.13,37,成长期,True,616.92,86.33,3,0.0205,False,False,80.01
曲江新区,科技企业,2021-05-09,3662.37,293,成熟期,True,15184.62,3485.86,17,0.1115,False,False,1649.86
经开区,科技企业,2021-11-15,7905.63,434,成熟期,True,38235.99,6572.68,3,0.0746,True,False,3158.17
碑林区,金融服务,2020-05-16,36357.76,176,成熟期,True,149796.09,41409.75,4,0.0139,True,True,15187.83
新城区,商贸服务,2021-10-14,4003.98,101,初创期,True,3255.3,-521.91,4,0.0134,True,False,368.87
经开区,科技企业,2019-07-17,4294.93,353,初创期,False,5783.43,-317.6,17,0.1244,False,False,713.84
雁塔区,文化创意,2020-07-25,1145.51,72,成熟期,True,5008.89,918.02,14,0.097,False,False,682.28
曲江新区,文化创意,2019-11-04,751.74,55,初创期,True,584.94,28.22,11,0.0874,True,False,72.07
莲湖区,商贸服务,2022-01-08,2725.09,55,成熟期,True,12344.91,2142.81,3,0.0117,False,True,1574.83
雁塔区,文化创意,2022-11-01,1168.39,92,转型期,True,3520.18,183.39,19,0.0955,False,False,186.71
雁塔区,科技企业,2023-02-09,5831.41,405,初创期,True,5477.27,-350.59,10,0.1398,False,False,373.51
碑林区,商贸服务,2019-04-11,1882.65,119,初创期,True,2139.66,205.95,3,0.0107,False,False,260.5
碑林区,金融服务,2020-08-04,47768.05,166,成长期,True,123291.63,13768.24,2,0.0482,True,True,15688.0
经开区,制造业,2020-08-05,12441.37,732,成长期,True,30113.66,5828.04,4,0.0223,True,False,1627.13
