district,entity_type,facility_area,enterprise_count,occupancy_rate,service_types,project_field,total_funding,success_rate,patent_applications,talent_count,industry_cooperation,annual_events,govt_support,establishment_date
高新区,孵化器,13210.53,96,0.6,"['政策咨询', '场地服务', '创业辅导']",生物医药,258779.38,0.33,166,429,14,10,315.93,2019-08-08
经开区,孵化器,8438.18,83,0.62,"['场地服务', '投融资服务']",文创设计,73675.09,0.38,147,554,14,13,298.11,2022-10-28
灞桥区,众创空间,2160.02,10,0.85,"['创业培训', '资源对接', '联合办公']",电子商务,20451.44,0.25,12,51,7,14,913.84,2020-01-18
碑林区,众创空间,2488.31,19,0.86,"['联合办公', '资源对接', '创业培训']",人工智能,27719.27,0.2,36,84,13,14,884.92,2019-09-11
经开区,孵化器,18062.48,62,0.79,"['创业辅导', '政策咨询']",电子商务,32272.41,0.42,38,323,9,24,557.34,2021-09-20
高新区,孵化器,15451.79,80,0.6,"['创业辅导', '场地服务', '投融资服务']",新能源,216910.1,0.43,146,519,18,14,523.64,2020-01-13
碑林区,众创空间,1949.3,49,0.83,"['创业培训', '资源对接']",人工智能,83989.07,0.2,72,271,12,20,911.88,2020-06-26
经开区,孵化器,12304.38,86,0.91,"['投融资服务', '创业辅导']",人工智能,258135.97,0.34,139,534,7,10,743.28,2021-11-26
长安区,科技园区,165464.26,245,0.83,"['产业集群', '知识产权']",生物医药,476851.98,0.3,205,1649,7,9,888.53,2020-03-03
碑林区,众创空间,3082.41,24,0.86,"['资源对接', '创业培训', '联合办公']",人工智能,83557.91,0.2,38,168,7,10,955.83,2021-09-23
高新区,孵化器,11422.42,59,0.89,"['场地服务', '投融资服务', '创业辅导', '政策咨询']",新能源,230654.95,0.43,57,467,7,5,203.66,2023-02-10
长安区,科技园区,171369.43,415,0.87,"['知识产权', '研发支持', '人才服务']",生物医药,976241.7,0.3,743,3130,5,7,436.17,2019-07-30
曲江新区,孵化器,14103.79,31,0.76,"['政策咨询', '场地服务', '投融资服务', '创业辅导']",电子商务,78350.85,0.38,53,243,5,18,220.69,2022-08-12
未央区,众创空间,2574.98,22,0.91,"['创业培训', '资源对接']",文创设计,6268.46,0.32,21,88,7,21,579.26,2023-04-02
曲江新区,孵化器,5214.94,84,0.71,"['创业辅导', '场地服务', '政策咨询', '投融资服务']",生物医药,483123.01,0.26,67,360,10,22,680.43,2021-02-04
经开区,孵化器,14869.49,31,0.68,"['场地服务', '政策咨询']",新能源,105732.55,0.38,56,219,15,14,853.99,2021-08-23
经开区,孵化器,15499.2,79,0.89,"['政策咨询', '场地服务', '创业辅导']",生物医药,122671.11,0.3,157,259,8,6,477.86,2019-04-17
高新区,孵化器,14323.45,52,0.64,"['政策咨询', '场地服务', '创业辅导', '投融资服务']",人工智能,253956.55,0.38,84,326,17,12,735.52,2019-03-07
经开区,科技园区,135412.98,374,0.68,"['研发支持', '人才服务', '知识产权', '产业集群']",电子商务,556287.81,0.42,572,2509,10,23,360.0,2021-11-09
莲湖区,孵化器,5876.76,44,0.79,"['创业辅导', '政策咨询', '投融资服务', '场地服务']",文创设计,47018.65,0.18,75,288,6,20,342.4,2019-11-30
雁塔区,众创空间,2889.31,39,0.83,"['资源对接', '创业培训']",人工智能,191883.47,0.32,61,256,18,10,401.51,2021-10-22
经开区,孵化器,10180.55,56,0.78,"['投融资服务', '政策咨询']",生物医药,158495.47,0.3,70,442,13,19,932.1,2023-09-22
经开区,孵化器,18474.45,89,0.89,"['投融资服务', '政策咨询']",新能源,183151.72,0.38,63,658,11,13,269.7,2019-05-03
雁塔区,众创空间,3689.24,26,0.88,"['联合办公', '资源对接']",智能制造,126041.88,0.32,21,138,14,4,331.45,2021-06-16
新城区,众创空间,2899.0,18,0.81,"['联合办公', '创业培训', '资源对接']",生物医药,83857.26,0.14,32,92,7,18,565.31,2019-01-08
经开区,科技园区,136077.98,498,0.71,"['人才服务', '知识产权', '产业集群']",智能制造,1208464.99,0.34,477,2515,10,12,202.87,2019-06-23
经开区,科技园区,50238.52,282,0.94,"['人才服务', '知识产权', '研发支持']",文创设计,530972.15,0.38,479,1116,18,15,879.69,2023-03-23
经开区,科技园区,64825.06,183,0.61,"['研发支持', '知识产权']",智能制造,713718.23,0.34,344,1010,10,9,496.4,2023-09-05
高新区,孵化器,16314.32,55,0.8,"['政策咨询', '场地服务', '创业辅导', '投融资服务']",电子商务,72819.89,0.47,53,189,5,24,758.68,2023-09-24
高新区,科技园区,149584.51,350,0.72,"['知识产权', '人才服务', '产业集群']",新能源,764409.5,0.43,252,1627,15,7,492.27,2023-01-23
碑林区,众创空间,3507.1,34,0.64,"['资源对接', '创业培训']",智能制造,337189.2,0.2,33,264,15,16,126.9,2020-11-18
未央区,孵化器,19860.01,60,0.92,"['政策咨询', '投融资服务']",智能制造,289776.84,0.28,39,438,10,11,223.43,2021-04-05
曲江新区,孵化器,18022.88,67,0.85,"['投融资服务', '创业辅导']",人工智能,212267.05,0.3,84,379,19,8,873.33,2022-10-29
雁塔区,众创空间,4064.98,22,0.62,"['创业培训', '联合办公', '资源对接']",生物医药,121428.12,0.28,33,91,10,13,569.54,2022-09-26
经开区,孵化器,18368.22,94,0.67,"['创业辅导', '场地服务', '政策咨询', '投融资服务']",文创设计,114310.85,0.38,84,442,14,6,941.2,2021-07-15
高新区,孵化器,11050.36,88,0.87,"['创业辅导', '场地服务', '政策咨询']",新能源,513776.0,0.43,65,499,9,12,214.85,2022-02-04
碑林区,众创空间,3685.14,38,0.76,"['联合办公', '资源对接']",电子商务,37381.4,0.25,38,256,19,14,414.97,2019-01-25
新城区,众创空间,3408.77,10,0.66,"['联合办公', '创业培训']",文创设计,17923.35,0.18,12,64,8,7,301.75,2021-06-10
经开区,科技园区,96246.57,464,0.68,"['人才服务', '研发支持']",人工智能,847669.59,0.34,848,1893,18,16,387.31,2022-10-04
碑林区,众创空间,1297.14,34,0.75,"['资源对接', '联合办公']",电子商务,100670.23,0.25,24,254,9,18,140.16,2019-04-30
经开区,孵化器,13281.93,93,0.7,"['场地服务', '创业辅导', '政策咨询', '投融资服务']",新能源,399668.92,0.38,180,318,12,18,642.64,2021-07-04
长安区,科技园区,146761.99,322,0.66,"['人才服务', '知识产权', '产业集群']",文创设计,146745.85,0.38,421,1222,5,9,477.91,2021-08-23
经开区,孵化器,9087.56,75,0.81,"['政策咨询', '投融资服务', '场地服务']",生物医药,293866.59,0.3,47,389,6,10,282.31,2019-02-19
经开区,科技园区,100395.67,438,0.71,"['研发支持', '人才服务', '知识产权', '产业集群']",文创设计,198448.42,0.38,221,2433,8,7,154.93,2021-03-27
经开区,科技园区,93986.14,350,0.87,"['人才服务', '研发支持']",文创设计,651428.64,0.38,556,1709,15,13,111.91,2019-08-23
碑林区,众创空间,1360.44,12,0.77,"['创业培训', '资源对接']",人工智能,13522.8,0.2,17,71,20,6,977.63,2023-01-05
长安区,科技园区,53917.63,417,0.88,"['人才服务', '研发支持', '知识产权']",新能源,1513775.87,0.38,331,2543,15,5,238.03,2021-06-08
雁塔区,众创空间,2468.44,21,0.73,"['联合办公', '资源对接', '创业培训']",智能制造,200691.2,0.32,40,69,11,19,467.41,2022-11-12
曲江新区,孵化器,10949.89,82,0.85,"['政策咨询', '投融资服务', '创业辅导', '场地服务']",新能源,196163.18,0.34,104,515,13,20,766.55,2020-07-04
长安区,科技园区,139967.3,130,0.88,"['知识产权', '研发支持']",电子商务,83349.65,0.42,119,814,17,6,441.98,2019-09-18
新城区,众创空间,3600.08,18,0.85,"['创业培训', '联合办公']",人工智能,30772.02,0.16,27,127,14,9,267.63,2020-03-17
长安区,科技园区,98623.86,224,0.71,"['研发支持', '人才服务', '产业集群']",新能源,610151.23,0.38,315,690,5,10,776.76,2023-10-27
高新区,科技园区,56512.33,369,0.9,"['产业集群', '知识产权']",文创设计,348878.89,0.43,286,1308,7,18,560.51,2019-07-01
经开区,孵化器,11344.57,41,0.73,"['创业辅导', '政策咨询', '场地服务', '投融资服务']",电子商务,20023.27,0.42,70,284,13,11,722.39,2019-05-14
雁塔区,众创空间,4180.68,41,0.95,"['创业培训', '联合办公']",智能制造,387202.98,0.32,62,264,20,6,806.06,2020-07-03
高新区,孵化器,11335.16,96,0.89,"['投融资服务', '政策咨询', '场地服务']",智能制造,883646.53,0.38,89,536,19,24,115.78,2022-06-10
新城区,众创空间,2882.25,17,0.64,"['创业培训', '资源对接', '联合办公']",文创设计,23251.05,0.18,31,53,8,14,937.31,2019-04-13
长安区,科技园区,163395.51,500,0.86,"['知识产权', '产业集群']",文创设计,917400.02,0.38,437,2770,13,12,777.47,2022-07-28
曲江新区,众创空间,3939.8,24,0.82,"['创业培训', '联合办公']",生物医药,135236.88,0.26,37,131,6,22,528.45,2020-02-04
曲江新区,孵化器,7430.41,94,0.95,"['创业辅导', '场地服务', '投融资服务']",电子商务,192954.2,0.38,156,605,5,15,156.0,2021-06-24
经开区,孵化器,10371.84,81,0.8,"['投融资服务', '场地服务']",人工智能,235089.16,0.34,46,491,13,16,349.49,2021-10-23
新城区,众创空间,3126.35,13,0.9,"['资源对接', '创业培训']",文创设计,6889.55,0.18,8,94,20,13,556.93,2022-07-15
雁塔区,科技园区,73154.6,326,0.76,"['研发支持', '产业集群', '人才服务']",人工智能,1127101.27,0.32,566,1061,18,6,140.67,2023-03-15
经开区,孵化器,15197.99,56,0.8,"['政策咨询', '场地服务', '创业辅导', '投融资服务']",智能制造,142627.23,0.34,85,422,14,20,342.03,2023-05-16
经开区,科技园区,52452.61,267,0.83,"['研发支持', '产业集群', '知识产权', '人才服务']",生物医药,601737.95,0.3,214,1944,16,12,858.11,2022-09-18
长安区,科技园区,147350.94,239,0.8,"['研发支持', '知识产权', '产业集群', '人才服务']",智能制造,465280.13,0.34,391,1176,17,10,893.07,2023-10-30
长安区,科技园区,150163.5,111,0.91,"['研发支持', '知识产权', '人才服务', '产业集群']",生物医药,698176.25,0.3,149,401,6,24,313.83,2020-04-29
曲江新区,科技园区,141850.37,313,0.77,"['研发支持', '产业集群']",智能制造,2335542.76,0.3,395,1616,7,19,811.4,2020-12-23
经开区,科技园区,166832.91,190,0.92,"['知识产权', '产业集群', '研发支持', '人才服务']",新能源,721485.15,0.38,255,1158,19,21,131.15,2020-02-10
雁塔区,孵化器,10138.56,84,0.88,"['投融资服务', '政策咨询', '场地服务', '创业辅导']",生物医药,589400.21,0.28,128,369,11,22,757.85,2022-05-09
碑林区,众创空间,2633.04,45,0.92,"['创业培训', '资源对接', '联合办公']",人工智能,148372.69,0.2,47,208,8,11,654.59,2023-11-28
高新区,孵化器,6332.89,34,0.75,"['投融资服务', '创业辅导']",文创设计,52227.41,0.43,38,188,10,13,129.55,2022-01-08
长安区,孵化器,19396.36,53,0.61,"['创业辅导', '政策咨询', '投融资服务', '场地服务']",生物医药,242438.43,0.3,87,166,11,7,333.67,2020-10-06
碑林区,众创空间,4678.07,10,0.61,"['资源对接', '联合办公', '创业培训']",智能制造,65920.52,0.2,16,34,6,13,878.83,2019-07-03
曲江新区,孵化器,8843.7,77,0.68,"['政策咨询', '场地服务', '创业辅导', '投融资服务']",生物医药,537155.4,0.26,139,474,20,7,913.41,2022-08-04
曲江新区,孵化器,17510.09,95,0.67,"['创业辅导', '投融资服务', '政策咨询']",新能源,238701.16,0.34,80,375,5,4,623.04,2020-11-21
雁塔区,众创空间,1274.12,30,0.67,"['资源对接', '创业培训']",智能制造,263769.73,0.32,57,196,12,13,494.88,2021-04-11
碑林区,众创空间,1642.45,47,0.91,"['联合办公', '创业培训', '资源对接']",智能制造,166534.41,0.2,45,160,15,7,174.91,2023-02-12
新城区,众创空间,3772.16,39,0.92,"['资源对接', '联合办公', '创业培训']",生物医药,82269.95,0.14,40,177,12,16,303.16,2023-01-28
高新区,孵化器,8024.0,64,0.79,"['场地服务', '投融资服务']",电子商务,183848.38,0.47,74,495,11,17,122.33,2019-04-02
经开区,孵化器,7366.76,51,0.63,"['政策咨询', '场地服务', '投融资服务']",文创设计,44549.21,0.38,32,261,13,15,240.31,2023-08-25
长安区,科技园区,187104.97,273,0.65,"['研发支持', '人才服务']",人工智能,1001388.83,0.34,325,1852,9,13,297.04,2021-05-21
碑林区,孵化器,14012.17,45,0.78,"['场地服务', '政策咨询']",生物医药,283169.83,0.17,27,290,11,18,932.69,2021-04-23
经开区,科技园区,82950.77,275,0.6,"['研发支持', '知识产权', '人才服务']",人工智能,901722.33,0.34,299,1112,16,9,478.65,2019-02-16
经开区,孵化器,15616.96,97,0.81,"['场地服务', '投融资服务', '政策咨询', '创业辅导']",新能源,424393.7,0.38,149,663,10,7,741.59,2021-08-10
经开区,科技园区,174423.52,132,0.79,"['产业集群', '研发支持']",人工智能,600201.82,0.34,99,1034,15,15,606.41,2020-03-23
碑林区,众创空间,2933.53,27,0.62,"['联合办公', '资源对接']",新能源,34267.68,0.23,21,183,7,17,902.05,2019-08-12
新城区,众创空间,4905.49,38,0.66,"['联合办公', '资源对接', '创业培训']",生物医药,120770.25,0.14,49,253,15,5,544.48,2022-01-01
高新区,科技园区,156244.69,169,0.8,"['人才服务', '知识产权', '研发支持']",新能源,188657.86,0.43,286,1319,20,24,206.59,2020-06-15
长安区,科技园区,179411.03,266,0.88,"['研发支持', '知识产权', '人才服务', '产业集群']",新能源,332727.41,0.38,204,994,12,8,650.61,2020-05-10
经开区,孵化器,6116.25,49,0.76,"['创业辅导', '场地服务', '政策咨询']",人工智能,226764.03,0.34,94,199,5,18,729.88,2021-08-28
碑林区,众创空间,4603.03,15,0.79,"['联合办公', '资源对接']",电子商务,42651.31,0.25,30,95,11,23,978.4,2023-09-27
碑林区,众创空间,3189.77,13,0.92,"['资源对接', '创业培训']",新能源,59641.42,0.23,14,45,19,17,221.17,2019-05-04
经开区,科技园区,199028.15,233,0.76,"['研发支持', '知识产权', '产业集群']",新能源,1241659.01,0.38,164,1703,11,20,348.29,2023-01-25
曲江新区,孵化器,11257.7,65,0.82,"['政策咨询', '投融资服务', '创业辅导']",文创设计,120652.61,0.34,51,210,19,15,392.33,2021-06-27
高新区,孵化器,17871.74,57,0.77,"['投融资服务', '场地服务', '创业辅导']",智能制造,567385.72,0.38,67,373,19,4,929.21,2019-05-14
经开区,科技园区,121651.69,375,0.61,"['研发支持', '知识产权']",人工智能,1308969.14,0.34,321,2624,9,18,351.73,2020-02-22
长安区,科技园区,188722.52,167,0.72,"['产业集群', '研发支持', '知识产权']",电子商务,427382.74,0.42,126,527,9,15,507.52,2022-09-13
雁塔区,孵化器,19316.76,94,0.82,"['政策咨询', '投融资服务', '场地服务', '创业辅导']",人工智能,402826.67,0.32,168,554,5,20,908.67,2022-02-07
高新区,孵化器,10126.6,95,0.7,"['创业辅导', '投融资服务', '场地服务']",新能源,106492.75,0.43,51,384,11,18,369.19,2019-10-03
经开区,科技园区,154725.55,362,0.64,"['研发支持', '人才服务']",新能源,419088.26,0.38,461,1877,11,23,297.77,2022-02-02
经开区,孵化器,15478.17,43,0.61,"['政策咨询', '创业辅导']",生物医药,244874.01,0.3,56,319,12,8,370.13,2022-01-23
新城区,众创空间,3811.95,26,0.69,"['资源对接', '联合办公']",生物医药,126260.69,0.14,17,127,5,11,137.69,2019-07-05
雁塔区,众创空间,2092.63,30,0.85,"['创业培训', '资源对接', '联合办公']",智能制造,253435.07,0.32,20,238,16,14,399.41,2021-11-17
高新区,孵化器,10345.3,82,0.75,"['创业辅导', '政策咨询', '投融资服务', '场地服务']",智能制造,541119.4,0.38,124,377,12,5,674.11,2022-09-07
长安区,孵化器,18577.37,42,0.93,"['创业辅导', '投融资服务', '政策咨询', '场地服务']",人工智能,60009.25,0.34,38,129,7,7,632.71,2019-06-18
高新区,科技园区,152122.75,487,0.82,"['研发支持', '产业集群', '知识产权', '人才服务']",人工智能,313342.72,0.38,866,3864,18,5,518.6,2022-04-20
高新区,孵化器,9588.39,66,0.71,"['政策咨询', '投融资服务', '创业辅导', '场地服务']",智能制造,565040.63,0.38,112,260,9,6,255.5,2021-09-22
经开区,孵化器,10065.7,50,0.87,"['创业辅导', '投融资服务', '场地服务']",生物医药,51403.17,0.3,39,224,17,8,202.24,2019-11-23
雁塔区,科技园区,57862.34,496,0.94,"['知识产权', '产业集群', '人才服务']",智能制造,4109238.96,0.32,451,3011,9,5,583.32,2020-06-17
长安区,科技园区,74603.22,226,0.92,"['人才服务', '研发支持', '知识产权']",新能源,1280177.05,0.38,270,1004,12,24,474.32,2022-08-01
新城区,众创空间,3036.58,45,0.84,"['联合办公', '资源对接', '创业培训']",新能源,186964.28,0.18,42,284,13,5,607.37,2022-01-12
高新区,科技园区,180082.64,123,0.63,"['知识产权', '产业集群']",智能制造,947243.92,0.38,64,432,7,10,769.21,2021-05-02
高新区,孵化器,13796.58,79,0.69,"['投融资服务', '场地服务']",新能源,406807.97,0.43,116,499,5,6,311.56,2023-06-14
高新区,孵化器,5967.09,90,0.61,"['政策咨询', '场地服务']",文创设计,76281.76,0.43,152,701,12,24,895.47,2021-06-01
雁塔区,孵化器,17398.76,77,0.85,"['场地服务', '投融资服务', '创业辅导']",电子商务,202078.61,0.4,79,615,14,21,402.91,2023-10-14
经开区,孵化器,6134.01,67,0.66,"['创业辅导', '政策咨询']",电子商务,164611.14,0.42,124,415,13,17,816.79,2022-04-15
灞桥区,科技园区,130874.12,360,0.63,"['产业集群', '知识产权', '研发支持']",智能制造,550896.95,0.2,580,2816,19,17,833.58,2021-07-17
长安区,科技园区,193329.26,261,0.73,"['研发支持', '人才服务']",新能源,911921.93,0.38,490,924,20,12,185.86,2020-11-02
高新区,科技园区,115990.38,361,0.92,"['人才服务', '产业集群', '知识产权']",智能制造,552976.2,0.38,307,1280,17,23,789.47,2019-09-07
碑林区,众创空间,3883.66,25,0.62,"['资源对接', '联合办公']",文创设计,24275.1,0.23,20,124,10,15,657.98,2022-03-21
经开区,孵化器,16758.51,42,0.73,"['投融资服务', '政策咨询', '创业辅导']",电子商务,24700.09,0.42,79,266,19,12,829.2,2022-12-09
经开区,科技园区,59329.23,150,0.73,"['知识产权', '人才服务']",生物医药,825408.58,0.3,79,620,5,24,169.57,2023-11-23
碑林区,众创空间,4866.3,50,0.72,"['联合办公', '资源对接']",文创设计,95396.5,0.23,78,272,15,19,121.92,2019-10-29
碑林区,科技园区,154843.44,132,0.74,"['知识产权', '人才服务', '研发支持']",智能制造,682180.9,0.2,206,1033,13,24,197.26,2022-03-25
新城区,众创空间,3572.6,26,0.83,"['资源对接', '创业培训', '联合办公']",智能制造,126435.08,0.16,38,122,6,18,305.62,2022-11-01
长安区,众创空间,1759.94,50,0.73,"['资源对接', '联合办公']",生物医药,275014.43,0.3,61,288,10,17,925.88,2020-02-25
碑林区,众创空间,2743.56,36,0.92,"['联合办公', '创业培训']",文创设计,48200.81,0.23,31,180,19,19,154.5,2021-07-06
经开区,科技园区,66293.47,373,0.69,"['知识产权', '人才服务', '研发支持']",人工智能,1285571.17,0.34,712,1906,12,24,886.96,2022-09-19
经开区,科技园区,109611.09,216,0.68,"['人才服务', '知识产权']",电子商务,167159.21,0.42,327,1340,8,6,311.5,2022-01-13
高新区,科技园区,124787.56,372,0.94,"['人才服务', '产业集群']",电子商务,237920.57,0.47,237,1525,10,14,565.8,2020-12-17
经开区,孵化器,9559.85,69,0.7,"['投融资服务', '政策咨询']",新能源,139856.61,0.38,130,309,10,23,697.25,2019-10-21
经开区,科技园区,150219.84,116,0.83,"['产业集群', '知识产权']",新能源,220907.24,0.38,172,727,13,19,515.5,2023-08-25
新城区,众创空间,1921.17,20,0.78,"['资源对接', '创业培训', '联合办公']",电子商务,50623.42,0.2,36,123,6,10,952.2,2019-11-14
碑林区,孵化器,11325.93,67,0.91,"['场地服务', '创业辅导']",新能源,228202.6,0.23,46,442,11,14,955.55,2019-09-17
长安区,孵化器,7944.77,52,0.8,"['投融资服务', '政策咨询', '创业辅导']",人工智能,126247.75,0.34,64,378,14,9,781.17,2023-04-15
未央区,科技园区,61602.83,301,0.71,"['产业集群', '研发支持', '知识产权', '人才服务']",电子商务,679721.7,0.35,520,1375,11,5,995.61,2019-09-24
高新区,科技园区,160663.31,402,0.91,"['产业集群', '知识产权', '研发支持']",智能制造,3812665.86,0.38,209,2609,12,23,810.93,2021-10-29
雁塔区,众创空间,4268.5,16,0.75,"['创业培训', '资源对接']",电子商务,41059.14,0.4,18,63,18,13,290.14,2021-01-02
经开区,孵化器,18764.73,69,0.92,"['创业辅导', '投融资服务', '政策咨询']",生物医药,254628.73,0.3,114,487,17,21,926.64,2023-06-02
经开区,科技园区,172486.18,283,0.72,"['人才服务', '研发支持', '知识产权', '产业集群']",人工智能,1051571.03,0.34,276,918,20,9,496.65,2023-06-24
高新区,科技园区,69086.86,320,0.84,"['人才服务', '知识产权']",文创设计,263158.34,0.43,314,2262,13,24,956.13,2022-08-06
新城区,众创空间,1188.4,37,0.82,"['联合办公', '资源对接']",生物医药,62067.35,0.14,57,284,8,18,782.43,2021-04-10
高新区,科技园区,131304.98,122,0.84,"['研发支持', '人才服务', '产业集群']",电子商务,252937.3,0.47,62,415,8,20,919.36,2019-08-17
经开区,科技园区,82714.92,302,0.77,"['研发支持', '知识产权', '产业集群']",人工智能,1508217.33,0.34,201,1431,20,18,902.27,2020-09-10
高新区,科技园区,154471.83,156,0.72,"['产业集群', '知识产权', '人才服务']",电子商务,392160.33,0.47,177,927,8,8,957.07,2021-05-08
碑林区,众创空间,3569.11,12,0.69,"['联合办公', '创业培训']",智能制造,57619.57,0.2,8,73,13,6,626.59,2019-03-13
高新区,科技园区,83242.3,408,0.67,"['产业集群', '知识产权']",新能源,1544494.55,0.43,225,2783,19,21,673.47,2019-10-30
经开区,科技园区,67150.56,207,0.66,"['产业集群', '研发支持', '知识产权']",电子商务,554802.85,0.42,223,691,19,17,266.7,2019-06-16
雁塔区,众创空间,2874.18,36,0.79,"['联合办公', '创业培训']",智能制造,132254.79,0.32,34,121,19,19,161.66,2020-04-10
经开区,孵化器,13518.78,88,0.73,"['创业辅导', '场地服务', '政策咨询']",智能制造,830883.32,0.34,136,320,13,22,852.9,2023-05-09
高新区,科技园区,175066.92,413,0.87,"['研发支持', '产业集群', '知识产权', '人才服务']",文创设计,190054.21,0.43,654,1323,20,17,221.07,2021-02-13
长安区,科技园区,57579.93,214,0.79,"['人才服务', '产业集群']",智能制造,2103217.68,0.34,110,757,14,15,487.16,2020-05-12
长安区,科技园区,176432.25,331,0.65,"['人才服务', '产业集群', '知识产权']",生物医药,1493050.98,0.3,564,1507,19,5,441.15,2021-01-19
经开区,孵化器,8168.33,67,0.68,"['投融资服务', '场地服务', '政策咨询', '创业辅导']",新能源,150804.58,0.38,35,334,7,11,806.67,2019-08-09
碑林区,众创空间,1999.08,24,0.69,"['创业培训', '联合办公', '资源对接']",新能源,19746.83,0.23,40,178,16,4,735.16,2023-03-31
经开区,科技园区,96154.51,133,0.78,"['研发支持', '人才服务', '知识产权']",电子商务,384964.31,0.42,245,926,16,21,134.26,2023-03-10
经开区,孵化器,13559.7,49,0.95,"['投融资服务', '场地服务', '创业辅导']",人工智能,240031.54,0.34,44,190,6,19,390.99,2022-08-25
雁塔区,众创空间,2455.3,16,0.87,"['创业培训', '资源对接', '联合办公']",文创设计,3925.69,0.36,18,65,10,7,485.05,2020-08-03
高新区,孵化器,10117.32,83,0.93,"['政策咨询', '场地服务', '投融资服务', '创业辅导']",智能制造,713648.91,0.38,147,556,13,9,982.56,2020-03-07
长安区,科技园区,121264.25,375,0.69,"['知识产权', '人才服务']",智能制造,3037961.12,0.34,637,1589,17,22,291.96,2022-12-25
长安区,科技园区,132425.54,153,0.89,"['人才服务', '知识产权', '研发支持']",人工智能,529359.35,0.34,131,1104,12,18,650.52,2019-06-12
长安区,科技园区,122587.13,262,0.65,"['研发支持', '产业集群', '知识产权', '人才服务']",智能制造,1357862.54,0.34,369,2017,19,14,360.59,2021-07-30
经开区,科技园区,169746.02,172,0.85,"['产业集群', '人才服务', '知识产权']",人工智能,604936.52,0.34,131,934,5,7,326.56,2023-04-03
莲湖区,孵化器,12439.06,31,0.62,"['创业辅导', '场地服务', '政策咨询', '投融资服务']",人工智能,145742.98,0.16,40,112,16,13,443.95,2021-08-06
经开区,科技园区,93944.95,397,0.71,"['知识产权', '人才服务', '产业集群']",文创设计,515289.98,0.38,765,2312,11,5,598.0,2019-08-02
碑林区,众创空间,1550.89,41,0.84,"['创业培训', '联合办公']",电子商务,96417.35,0.25,67,205,19,6,303.48,2022-11-14
碑林区,众创空间,4949.54,42,0.73,"['创业培训', '资源对接']",智能制造,123326.48,0.2,59,282,16,10,933.16,2023-06-16
高新区,科技园区,55220.59,342,0.64,"['知识产权', '产业集群']",生物医药,2259118.03,0.33,456,2453,6,16,481.82,2020-08-01
经开区,科技园区,85662.67,248,0.75,"['研发支持', '知识产权', '人才服务']",文创设计,54736.29,0.38,370,1779,9,19,867.31,2023-09-26
长安区,科技园区,74245.23,319,0.72,"['研发支持', '知识产权', '产业集群']",人工智能,797199.49,0.34,474,1212,7,4,446.45,2019-07-25
高新区,孵化器,11246.4,63,0.84,"['创业辅导', '投融资服务']",文创设计,75337.01,0.43,86,316,18,22,758.7,2022-11-24
莲湖区,科技园区,113251.14,162,0.63,"['知识产权', '人才服务', '产业集群']",新能源,796068.39,0.18,264,711,14,23,761.32,2023-07-11
经开区,孵化器,15844.76,34,0.84,"['投融资服务', '政策咨询', '场地服务']",文创设计,29638.06,0.38,40,194,6,4,755.3,2022-08-19
高新区,科技园区,179661.14,245,0.77,"['知识产权', '人才服务', '研发支持']",文创设计,90567.98,0.43,345,750,14,16,455.74,2020-12-19
经开区,孵化器,14560.17,66,0.82,"['创业辅导', '场地服务', '投融资服务', '政策咨询']",电子商务,28369.46,0.42,106,261,7,22,689.14,2019-05-01
莲湖区,科技园区,90236.17,430,0.83,"['人才服务', '研发支持']",智能制造,1242924.83,0.16,410,2981,15,16,921.51,2021-01-09
经开区,孵化器,18373.11,39,0.63,"['政策咨询', '投融资服务', '场地服务', '创业辅导']",智能制造,47300.02,0.34,44,279,19,13,244.86,2023-11-08
经开区,科技园区,61230.58,476,0.85,"['人才服务', '产业集群', '知识产权']",电子商务,1124889.06,0.42,558,3551,11,7,721.81,2022-12-30
曲江新区,孵化器,12412.6,56,0.91,"['场地服务', '投融资服务', '政策咨询', '创业辅导']",电子商务,155692.26,0.38,73,340,20,19,554.1,2019-12-18
碑林区,孵化器,19986.25,90,0.73,"['投融资服务', '政策咨询', '创业辅导']",智能制造,641846.09,0.2,175,381,14,15,904.48,2023-10-27
碑林区,众创空间,4020.4,32,0.77,"['联合办公', '创业培训']",电子商务,71091.84,0.25,45,196,5,11,695.04,2019-12-07
新城区,众创空间,3542.91,16,0.71,"['联合办公', '资源对接']",生物医药,40309.49,0.14,27,91,13,21,435.96,2023-05-09
长安区,科技园区,113496.75,345,0.76,"['产业集群', '研发支持']",新能源,1718179.02,0.38,188,1923,11,19,330.77,2021-11-01
经开区,科技园区,149158.12,244,0.68,"['知识产权', '研发支持', '产业集群']",智能制造,500281.7,0.34,244,1795,17,4,899.39,2022-07-12
高新区,孵化器,18264.48,62,0.94,"['创业辅导', '投融资服务']",智能制造,524362.68,0.38,97,436,18,4,750.46,2021-09-03
经开区,孵化器,19097.51,30,0.79,"['场地服务', '创业辅导', '投融资服务', '政策咨询']",新能源,93076.56,0.38,48,238,20,13,863.32,2023-12-22
莲湖区,孵化器,15166.61,64,0.83,"['投融资服务', '政策咨询', '创业辅导', '场地服务']",新能源,307105.25,0.18,38,239,16,23,461.39,2019-10-06
长安区,科技园区,81698.46,285,0.65,"['产业集群', '知识产权', '研发支持', '人才服务']",新能源,863382.79,0.38,511,2161,6,17,780.79,2021-07-04
