date,district,station,PM2.5,PM10,SO2,NO2,CO,O3,AQI,noise_level,area_type,water_quality,green_coverage,waste_treatment_rate,sewage_treatment_rate
2023-03-10,雁塔区,大雁塔站,32.61,108.85,23.46,64.43,0.71,107.79,87,57.3,居住区,V类,0.45,0.988,0.978
2023-03-10,雁塔区,小雁塔站,76.93,42.16,40.15,50.62,0.99,151.59,115,70.8,交通干线,IV类,0.45,0.952,0.953
2023-03-10,未央区,未央宫站,48.11,164.56,43.92,55.37,1.44,96.64,132,50.6,居住区,I类,0.41,0.978,0.969
2023-03-10,未央区,开发区站,55.25,105.15,44.89,89.7,2.13,68.03,108,60.6,商业区,V类,0.41,0.954,0.963
2023-03-10,灞桥区,灞桥站,39.6,64.02,43.77,28.37,2.33,117.54,93,75.0,交通干线,II类,0.43,0.967,0.953
2023-03-10,灞桥区,纺织城站,95.79,187.8,32.49,69.84,3.07,55.21,150,60.0,商业区,II类,0.43,0.958,0.968
2023-03-10,长安区,郭杜站,52.63,112.91,26.07,76.84,0.93,54.92,92,57.8,居住区,IV类,0.48,0.968,0.953
2023-03-10,长安区,大学城站,44.56,124.41,14.78,34.98,3.21,145.21,128,62.1,工业区,V类,0.48,0.984,0.979
2023-03-10,高新区,科技路站,30.56,45.66,47.36,64.66,2.58,118.67,103,51.1,居住区,IV类,0.42,0.982,0.942
2023-03-10,高新区,高新西站,64.11,176.06,27.97,66.1,1.9,57.88,141,66.6,商业区,I类,0.42,0.979,0.959
2023-03-10,高新区,丈八站,67.1,169.71,16.33,78.62,1.17,149.95,136,64.5,商业区,III类,0.42,0.97,0.956
2023-03-10,经开区,经开站,29.07,78.19,19.34,72.44,2.29,175.51,105,77.8,交通干线,V类,0.4,0.982,0.966
2023-03-10,经开区,浐灞站,77.16,133.76,21.69,73.89,2.98,171.59,119,64.7,工业区,III类,0.4,0.978,0.953
2023-03-10,曲江新区,曲江站,46.66,43.15,8.17,44.06,1.18,169.23,102,62.2,工业区,II类,0.5,0.952,0.968
2023-03-10,曲江新区,芙蓉园站,96.25,117.3,43.95,42.58,2.44,122.94,144,70.1,工业区,V类,0.5,0.965,0.961
2023-03-11,新城区,民乐站,33.75,135.0,13.95,73.67,0.7,168.76,108,56.0,居住区,II类,0.4,0.962,0.963
2023-03-11,新城区,长乐站,66.07,56.74,40.54,30.66,0.82,83.88,99,50.9,居住区,III类,0.4,0.971,0.968
2023-03-11,碑林区,小寨站,26.44,81.84,23.65,61.93,0.59,153.2,92,57.9,商业区,III类,0.38,0.953,0.94
2023-03-11,碑林区,文艺路站,67.76,139.28,30.13,85.45,2.47,169.74,111,66.5,商业区,II类,0.38,0.973,0.975
2023-03-11,莲湖区,北院门站,33.35,41.48,13.56,48.33,0.75,134.21,81,55.0,居住区,II类,0.35,0.963,0.959
2023-03-11,莲湖区,红庙坡站,56.59,95.88,20.44,32.34,1.33,72.62,85,69.6,交通干线,III类,0.35,0.99,0.959
2023-03-11,雁塔区,大雁塔站,79.43,125.2,40.47,66.04,1.12,83.7,119,61.8,商业区,IV类,0.45,0.985,0.968
2023-03-11,雁塔区,小雁塔站,43.99,55.45,18.91,23.88,1.76,95.2,70,54.2,居住区,IV类,0.45,0.97,0.963
2023-03-11,未央区,未央宫站,57.19,73.04,42.18,78.1,2.26,167.41,100,62.5,商业区,V类,0.41,0.955,0.971
2023-03-11,未央区,开发区站,77.59,150.64,31.66,44.95,1.73,167.24,121,58.5,商业区,III类,0.41,0.968,0.968
2023-03-11,灞桥区,灞桥站,27.72,94.2,30.39,79.64,2.5,72.88,100,69.7,工业区,V类,0.43,0.956,0.979
2023-03-11,灞桥区,纺织城站,67.95,55.99,32.73,35.88,1.38,90.54,102,73.0,工业区,V类,0.43,0.958,0.955
2023-03-11,长安区,郭杜站,35.19,150.86,35.8,78.92,1.53,131.84,121,66.8,工业区,III类,0.48,0.968,0.975
2023-03-11,长安区,大学城站,30.0,154.25,11.48,79.75,1.13,110.28,123,59.7,居住区,V类,0.48,0.958,0.978
2023-03-11,高新区,科技路站,41.55,105.48,40.61,51.82,1.33,82.86,84,68.6,工业区,I类,0.42,0.981,0.968
2023-03-11,高新区,高新西站,21.41,106.06,9.58,62.03,2.09,80.2,85,71.0,交通干线,I类,0.42,0.95,0.968
2023-03-11,高新区,丈八站,30.88,51.55,28.4,70.02,1.46,166.36,100,58.4,商业区,II类,0.42,0.989,0.964
2023-03-11,经开区,经开站,74.81,69.07,15.84,55.62,2.1,112.4,112,79.4,交通干线,IV类,0.4,0.958,0.959
2023-03-11,经开区,浐灞站,37.67,47.08,26.62,48.86,0.99,140.2,84,46.0,居住区,IV类,0.4,0.989,0.94
2023-03-11,曲江新区,曲江站,18.47,57.02,34.09,30.78,1.87,65.95,75,59.5,商业区,IV类,0.5,0.96,0.967
2023-03-11,曲江新区,芙蓉园站,51.82,149.22,9.11,55.26,1.66,146.36,119,67.1,商业区,V类,0.5,0.973,0.948
2023-03-12,新城区,民乐站,24.91,51.48,32.57,76.25,0.97,103.6,92,70.5,交通干线,III类,0.4,0.983,0.952
2023-03-12,新城区,长乐站,52.33,113.97,26.42,22.91,2.78,47.52,111,67.1,交通干线,IV类,0.4,0.963,0.958
2023-03-12,碑林区,小寨站,17.22,162.33,34.32,87.2,1.83,136.67,130,68.4,商业区,III类,0.38,0.961,0.943
2023-03-12,碑林区,文艺路站,20.38,67.57,22.78,85.83,0.75,51.22,103,50.2,居住区,II类,0.38,0.975,0.962
2023-03-12,莲湖区,北院门站,53.32,144.32,40.5,30.45,0.81,126.92,115,67.3,商业区,V类,0.35,0.95,0.955
2023-03-12,莲湖区,红庙坡站,65.97,52.74,29.78,89.76,2.49,144.97,108,60.9,商业区,V类,0.35,0.977,0.944
2023-03-12,雁塔区,大雁塔站,52.6,151.35,36.95,23.59,2.44,127.94,121,73.3,工业区,IV类,0.45,0.986,0.967
2023-03-12,雁塔区,小雁塔站,43.63,129.28,20.19,60.03,1.51,76.07,103,75.3,交通干线,IV类,0.45,0.967,0.965
2023-03-12,未央区,未央宫站,45.32,52.18,7.35,81.7,0.98,95.18,98,64.8,工业区,II类,0.41,0.963,0.942
2023-03-12,未央区,开发区站,70.37,80.48,7.19,59.75,1.14,107.18,106,79.3,交通干线,I类,0.41,0.985,0.95
2023-03-12,灞桥区,灞桥站,38.9,113.02,17.13,82.09,1.44,126.09,99,76.3,交通干线,V类,0.43,0.986,0.958
2023-03-12,灞桥区,纺织城站,58.85,105.59,33.64,90.43,2.03,166.67,109,67.3,商业区,I类,0.43,0.973,0.952
2023-03-12,长安区,郭杜站,17.12,120.99,28.67,62.7,2.14,123.28,97,60.0,居住区,III类,0.48,0.962,0.975
2023-03-12,长安区,大学城站,28.71,86.3,20.44,85.59,0.89,104.19,103,55.5,商业区,IV类,0.48,0.979,0.974
2023-03-12,高新区,科技路站,66.67,159.84,8.63,50.1,2.67,95.01,128,49.9,居住区,I类,0.42,0.984,0.945
2023-03-12,高新区,高新西站,61.93,92.14,30.77,79.06,2.11,138.84,95,70.3,交通干线,II类,0.42,0.977,0.958
2023-03-12,高新区,丈八站,71.58,103.27,11.59,39.03,1.85,156.86,107,63.7,商业区,V类,0.42,0.98,0.942
2023-03-12,经开区,经开站,84.59,168.92,34.52,57.8,1.29,106.98,135,78.6,交通干线,IV类,0.4,0.974,0.967
2023-03-12,经开区,浐灞站,83.78,107.21,6.85,59.35,1.21,61.88,126,66.2,商业区,I类,0.4,0.953,0.979
2023-03-12,曲江新区,曲江站,72.4,70.31,16.76,66.66,2.02,179.32,109,68.3,工业区,IV类,0.5,0.978,0.95
2023-03-12,曲江新区,芙蓉园站,74.24,97.99,15.02,30.61,0.68,103.45,111,72.8,工业区,III类,0.5,0.958,0.951
2023-03-13,新城区,民乐站,59.1,142.55,31.37,32.46,1.08,98.76,114,76.3,交通干线,V类,0.4,0.987,0.969
2023-03-13,新城区,长乐站,26.98,135.99,22.47,69.02,2.34,95.21,109,60.7,工业区,V类,0.4,0.95,0.968
2023-03-13,碑林区,小寨站,66.02,67.32,43.71,34.31,1.73,154.11,99,57.9,居住区,V类,0.38,0.967,0.962
2023-03-13,碑林区,文艺路站,70.89,130.73,32.33,46.11,0.83,167.57,106,70.3,工业区,I类,0.38,0.972,0.962
2023-03-13,莲湖区,北院门站,67.96,58.06,32.57,68.14,2.19,61.34,102,70.6,交通干线,IV类,0.35,0.957,0.946
2023-03-13,莲湖区,红庙坡站,70.01,42.43,9.76,75.95,1.93,175.47,105,58.9,商业区,II类,0.35,0.984,0.952
2023-03-13,雁塔区,大雁塔站,59.84,127.19,9.3,62.96,2.0,182.41,109,56.7,居住区,V类,0.45,0.954,0.945
2023-03-13,雁塔区,小雁塔站,47.19,37.68,22.31,41.53,2.35,177.61,107,74.9,工业区,IV类,0.45,0.965,0.958
2023-03-13,未央区,未央宫站,64.26,161.05,14.06,59.63,1.4,172.98,129,56.2,居住区,III类,0.41,0.97,0.954
2023-03-13,未央区,开发区站,44.77,38.66,41.73,68.35,2.39,170.76,102,70.4,工业区,IV类,0.41,0.967,0.97
2023-03-13,灞桥区,灞桥站,22.67,107.95,8.43,54.49,1.45,156.51,94,65.2,工业区,III类,0.43,0.967,0.952
2023-03-13,灞桥区,纺织城站,24.97,173.25,26.39,30.4,1.39,156.68,139,75.4,交通干线,I类,0.43,0.959,0.971
2023-03-13,长安区,郭杜站,34.01,53.35,42.61,84.55,1.07,163.97,101,60.3,工业区,III类,0.48,0.98,0.977
2023-03-13,长安区,大学城站,64.34,168.87,34.96,56.27,2.56,146.38,135,57.3,商业区,I类,0.48,0.957,0.947
2023-03-13,高新区,科技路站,35.48,160.41,16.72,59.22,1.42,94.62,128,78.0,交通干线,V类,0.42,0.957,0.965
2023-03-13,高新区,高新西站,62.41,177.55,8.45,49.47,1.01,110.43,142,55.8,居住区,III类,0.42,0.986,0.959
2023-03-13,高新区,丈八站,23.43,109.56,41.75,72.52,1.58,166.48,100,74.8,交通干线,V类,0.42,0.96,0.949
2023-03-13,经开区,经开站,88.68,155.53,14.79,66.59,2.97,55.52,133,62.6,商业区,IV类,0.4,0.957,0.963
2023-03-13,经开区,浐灞站,39.4,133.25,16.86,56.78,2.33,79.87,107,56.4,商业区,I类,0.4,0.978,0.967
2023-03-13,曲江新区,曲江站,57.9,110.63,31.41,38.79,0.76,112.96,89,71.5,工业区,IV类,0.5,0.984,0.949
2023-03-13,曲江新区,芙蓉园站,41.13,90.52,28.6,41.75,0.93,69.82,72,59.5,商业区,III类,0.5,0.981,0.955
2023-03-14,新城区,民乐站,33.79,142.33,25.41,27.55,2.07,98.97,114,58.0,商业区,I类,0.4,0.953,0.972
2023-03-14,新城区,长乐站,37.97,81.08,41.52,43.2,1.59,52.36,83,69.8,交通干线,IV类,0.4,0.971,0.961
2023-03-14,碑林区,小寨站,55.95,173.1,23.61,91.03,1.98,169.06,138,61.3,工业区,IV类,0.38,0.99,0.95
2023-03-14,碑林区,文艺路站,40.84,85.43,26.37,63.68,1.28,131.59,79,50.0,居住区,II类,0.38,0.986,0.968
2023-03-14,莲湖区,北院门站,33.05,108.91,35.57,46.65,0.97,133.2,87,61.6,工业区,V类,0.35,0.963,0.94
2023-03-14,莲湖区,红庙坡站,27.09,176.94,18.36,45.42,1.61,136.53,142,57.3,居住区,V类,0.35,0.984,0.97
2023-03-14,雁塔区,大雁塔站,32.48,129.64,25.16,51.77,0.61,102.84,104,68.0,工业区,I类,0.45,0.951,0.945
2023-03-14,雁塔区,小雁塔站,31.17,89.88,33.45,41.69,1.24,60.59,72,74.2,工业区,II类,0.45,0.97,0.954
2023-03-14,未央区,未央宫站,61.43,176.36,8.2,40.95,1.4,86.33,141,68.1,商业区,IV类,0.41,0.985,0.94
2023-03-14,未央区,开发区站,25.06,111.76,24.26,29.27,1.19,75.82,89,65.7,交通干线,II类,0.41,0.966,0.979
2023-03-14,灞桥区,灞桥站,42.77,108.36,35.24,80.72,2.92,133.77,117,68.5,工业区,V类,0.43,0.989,0.956
2023-03-14,灞桥区,纺织城站,26.87,88.52,23.07,70.52,2.99,174.9,120,79.8,交通干线,V类,0.43,0.982,0.969
2023-03-14,长安区,郭杜站,80.57,175.24,13.61,74.36,2.56,181.01,140,72.8,交通干线,II类,0.48,0.953,0.942
2023-03-14,长安区,大学城站,62.81,174.42,32.03,30.87,1.32,68.63,140,72.5,工业区,I类,0.48,0.964,0.969
2023-03-14,高新区,科技路站,32.5,59.98,20.45,38.61,1.1,168.04,101,60.2,工业区,V类,0.42,0.954,0.956
2023-03-14,高新区,高新西站,30.18,152.6,42.53,56.54,0.67,106.72,122,69.8,交通干线,I类,0.42,0.988,0.946
2023-03-14,高新区,丈八站,61.75,109.37,26.94,54.84,1.92,184.46,111,66.2,商业区,V类,0.42,0.969,0.973
2023-03-14,经开区,经开站,68.6,108.4,20.55,83.63,1.82,119.56,103,69.6,工业区,II类,0.4,0.952,0.961
2023-03-14,经开区,浐灞站,56.64,90.37,25.13,39.46,1.7,184.63,111,60.8,工业区,V类,0.4,0.969,0.977
2023-03-14,曲江新区,曲江站,87.56,177.83,21.93,58.85,2.23,173.59,142,59.8,居住区,III类,0.5,0.96,0.961
2023-03-14,曲江新区,芙蓉园站,69.25,46.19,19.36,77.1,2.29,169.52,104,47.0,居住区,III类,0.5,0.978,0.968
2023-03-15,新城区,民乐站,50.43,135.9,10.75,56.26,1.76,57.37,109,69.3,工业区,IV类,0.4,0.962,0.976
2023-03-15,新城区,长乐站,46.3,63.94,13.26,48.7,2.16,41.6,86,57.1,商业区,I类,0.4,0.974,0.974
2023-03-15,碑林区,小寨站,67.55,99.44,16.17,54.01,2.29,80.25,101,69.5,商业区,I类,0.38,0.958,0.947
2023-03-15,碑林区,文艺路站,52.73,123.96,14.98,70.46,1.42,59.35,99,70.4,交通干线,I类,0.38,0.984,0.948
2023-03-15,莲湖区,北院门站,20.12,89.3,5.93,20.89,1.85,70.7,74,65.0,商业区,IV类,0.35,0.959,0.955
2023-03-15,莲湖区,红庙坡站,39.16,78.12,19.33,31.91,1.65,125.35,75,63.3,工业区,I类,0.35,0.972,0.944
2023-03-15,雁塔区,大雁塔站,21.0,75.18,10.48,41.78,0.5,72.78,60,72.5,交通干线,V类,0.45,0.97,0.959
2023-03-15,雁塔区,小雁塔站,54.49,115.89,35.12,27.78,1.84,63.5,93,65.2,商业区,V类,0.45,0.951,0.946
2023-03-15,未央区,未央宫站,54.44,114.63,6.37,44.09,0.72,81.48,92,57.3,商业区,V类,0.41,0.986,0.97
2023-03-15,未央区,开发区站,28.16,110.15,27.04,23.73,1.27,98.27,88,70.9,工业区,III类,0.41,0.985,0.973
2023-03-15,灞桥区,灞桥站,30.18,93.63,21.75,48.59,2.31,107.95,92,70.1,工业区,V类,0.43,0.968,0.948
2023-03-15,灞桥区,纺织城站,63.16,116.76,24.86,58.14,0.66,61.79,95,50.3,居住区,V类,0.43,0.971,0.951
2023-03-15,长安区,郭杜站,42.79,131.5,35.2,48.66,1.9,46.27,105,65.0,商业区,IV类,0.48,0.971,0.97
2023-03-15,长安区,大学城站,54.53,72.83,31.96,61.77,0.72,47.87,82,74.7,交通干线,IV类,0.48,0.96,0.942
2023-03-15,高新区,科技路站,35.82,124.67,16.04,60.82,0.71,56.6,100,74.7,工业区,III类,0.42,0.976,0.947
2023-03-15,高新区,高新西站,21.83,125.31,8.37,24.98,0.79,89.15,100,79.7,交通干线,III类,0.42,0.959,0.968
2023-03-15,高新区,丈八站,66.66,40.15,23.72,63.78,1.56,94.81,100,59.6,商业区,II类,0.42,0.958,0.944
2023-03-15,经开区,经开站,24.87,127.74,5.34,52.96,1.02,84.33,102,67.8,工业区,V类,0.4,0.985,0.943
2023-03-15,经开区,浐灞站,66.68,59.14,4.76,30.11,1.95,103.5,100,53.8,居住区,IV类,0.4,0.979,0.975
2023-03-15,曲江新区,曲江站,36.08,113.59,33.72,69.93,0.73,146.62,91,75.0,交通干线,III类,0.5,0.965,0.965
2023-03-15,曲江新区,芙蓉园站,30.09,124.23,21.77,53.78,1.1,113.42,99,78.4,交通干线,I类,0.5,0.962,0.949
2023-03-16,新城区,民乐站,60.72,172.06,32.09,99.13,2.18,78.53,138,58.3,居住区,II类,0.4,0.952,0.946
2023-03-16,新城区,长乐站,39.42,191.89,28.19,98.87,2.79,203.45,154,69.5,工业区,I类,0.4,0.979,0.953
2023-03-16,碑林区,小寨站,73.74,39.59,45.32,43.97,2.43,58.73,111,78.1,交通干线,IV类,0.38,0.967,0.956
2023-03-16,碑林区,文艺路站,94.38,112.42,23.57,80.58,1.44,145.38,142,66.5,工业区,III类,0.38,0.971,0.977
2023-03-16,莲湖区,北院门站,61.66,154.8,34.05,102.06,3.13,87.53,125,77.9,交通干线,V类,0.35,0.988,0.964
2023-03-16,莲湖区,红庙坡站,91.43,113.58,23.16,54.37,2.16,69.03,137,72.5,交通干线,V类,0.35,0.967,0.949
2023-03-16,雁塔区,大雁塔站,53.17,176.29,31.28,32.26,1.05,67.91,141,75.6,交通干线,IV类,0.45,0.95,0.976
2023-03-16,雁塔区,小雁塔站,78.66,54.12,24.25,43.58,1.94,187.47,118,65.5,交通干线,I类,0.45,0.956,0.966
2023-03-16,未央区,未央宫站,58.19,78.6,20.33,36.15,2.55,139.09,102,50.7,居住区,IV类,0.41,0.953,0.969
2023-03-16,未央区,开发区站,33.92,150.52,45.51,94.1,1.2,183.87,120,61.0,商业区,III类,0.41,0.982,0.947
2023-03-16,灞桥区,灞桥站,29.42,166.28,31.9,68.81,1.33,88.14,133,65.7,交通干线,III类,0.43,0.981,0.959
2023-03-16,灞桥区,纺织城站,43.44,76.57,25.99,52.38,1.13,201.56,121,61.9,商业区,II类,0.43,0.978,0.974
2023-03-16,长安区,郭杜站,30.78,47.64,42.19,74.8,2.5,201.65,121,49.8,居住区,V类,0.48,0.968,0.952
2023-03-16,长安区,大学城站,70.71,121.86,11.26,94.46,1.67,64.2,113,66.8,交通干线,V类,0.48,0.954,0.979
2023-03-16,高新区,科技路站,76.84,77.41,12.04,82.88,0.67,92.33,115,48.3,居住区,II类,0.42,0.977,0.976
2023-03-16,高新区,高新西站,75.99,67.24,13.5,46.35,1.65,200.58,120,57.4,居住区,IV类,0.42,0.985,0.95
2023-03-16,高新区,丈八站,27.27,171.94,8.04,76.32,1.45,113.79,138,60.0,商业区,V类,0.42,0.963,0.952
2023-03-16,经开区,经开站,94.61,47.84,29.38,71.73,1.69,203.48,142,46.8,居住区,V类,0.4,0.97,0.956
2023-03-16,经开区,浐灞站,36.46,122.75,12.29,57.72,2.94,75.78,118,46.5,居住区,II类,0.4,0.952,0.978
2023-03-16,曲江新区,曲江站,68.41,112.47,20.43,64.55,2.38,87.23,103,64.0,商业区,IV类,0.5,0.973,0.941
2023-03-16,曲江新区,芙蓉园站,68.23,179.14,28.52,79.33,1.69,113.68,143,52.6,居住区,III类,0.5,0.952,0.977
2023-03-17,新城区,民乐站,36.17,79.63,20.71,85.02,2.98,194.36,119,64.6,工业区,I类,0.4,0.982,0.958
2023-03-17,新城区,长乐站,59.88,129.24,43.02,75.48,1.16,100.79,103,75.8,交通干线,IV类,0.4,0.965,0.979
2023-03-17,碑林区,小寨站,18.37,89.26,37.76,80.21,0.94,68.06,96,63.2,工业区,IV类,0.38,0.968,0.957
2023-03-17,碑林区,文艺路站,53.08,167.03,40.56,62.97,1.82,150.14,134,58.5,居住区,V类,0.38,0.988,0.954
2023-03-17,莲湖区,北院门站,31.22,139.98,17.12,31.76,0.66,82.68,112,66.6,交通干线,III类,0.35,0.975,0.967
2023-03-17,莲湖区,红庙坡站,24.53,130.8,45.02,65.49,2.44,146.09,105,60.2,商业区,IV类,0.35,0.972,0.978
2023-03-17,雁塔区,大雁塔站,60.79,146.38,32.85,55.2,2.3,98.04,117,67.3,商业区,II类,0.45,0.963,0.97
2023-03-17,雁塔区,小雁塔站,75.24,134.41,10.97,61.74,2.82,159.57,113,71.3,工业区,I类,0.45,0.979,0.946
2023-03-17,未央区,未央宫站,86.5,131.46,35.55,48.0,2.51,106.36,130,50.9,居住区,III类,0.41,0.958,0.943
2023-03-17,未央区,开发区站,66.59,154.74,35.53,50.89,2.8,131.38,124,71.4,交通干线,IV类,0.41,0.977,0.95
2023-03-17,灞桥区,灞桥站,58.81,62.03,19.75,93.53,0.96,174.28,112,74.8,交通干线,III类,0.43,0.976,0.979
2023-03-17,灞桥区,纺织城站,82.91,85.4,12.94,49.02,2.55,49.75,124,66.9,商业区,II类,0.43,0.959,0.974
2023-03-17,长安区,郭杜站,86.16,105.63,21.79,33.4,1.37,107.93,129,47.0,居住区,V类,0.48,0.951,0.952
2023-03-17,长安区,大学城站,25.29,100.85,42.14,86.78,1.71,99.57,104,58.2,商业区,II类,0.48,0.973,0.973
2023-03-17,高新区,科技路站,90.56,53.78,38.56,76.06,1.23,100.76,136,56.3,居住区,V类,0.42,0.988,0.978
2023-03-17,高新区,高新西站,47.36,132.81,19.42,32.16,1.73,57.94,106,71.6,交通干线,V类,0.42,0.962,0.943
2023-03-17,高新区,丈八站,39.52,180.78,47.38,79.76,2.07,181.69,145,71.5,交通干线,III类,0.42,0.975,0.95
2023-03-17,经开区,经开站,70.41,44.23,26.69,93.02,2.99,147.76,120,67.1,交通干线,I类,0.4,0.99,0.959
2023-03-17,经开区,浐灞站,26.8,60.71,36.04,26.08,1.3,110.77,72,76.6,交通干线,IV类,0.4,0.973,0.951
2023-03-17,曲江新区,曲江站,46.5,95.14,19.37,48.43,2.01,82.73,80,75.3,交通干线,III类,0.5,0.961,0.972
2023-03-17,曲江新区,芙蓉园站,55.85,46.26,40.07,86.45,2.05,98.08,104,69.2,工业区,IV类,0.5,0.951,0.948
2023-03-18,新城区,民乐站,24.4,83.82,23.05,81.92,1.81,158.27,98,70.9,工业区,III类,0.4,0.965,0.95
2023-03-18,新城区,长乐站,69.31,159.24,10.59,82.57,2.55,185.05,127,50.9,居住区,V类,0.4,0.984,0.963
2023-03-18,碑林区,小寨站,23.97,181.8,47.15,70.63,0.82,87.03,145,62.8,工业区,V类,0.38,0.979,0.972
2023-03-18,碑林区,文艺路站,89.32,129.16,29.96,76.02,2.71,192.17,134,62.0,商业区,III类,0.38,0.968,0.942
2023-03-18,莲湖区,北院门站,78.38,180.0,40.56,65.37,1.0,131.38,144,74.1,工业区,III类,0.35,0.986,0.959
2023-03-18,莲湖区,红庙坡站,36.48,117.84,33.15,98.09,1.74,191.7,118,78.4,交通干线,V类,0.35,0.956,0.979
2023-03-18,雁塔区,大雁塔站,71.96,65.78,13.18,95.03,0.97,54.12,114,72.9,工业区,I类,0.45,0.953,0.961
2023-03-18,雁塔区,小雁塔站,30.65,73.82,43.77,49.32,2.05,114.18,88,56.6,居住区,III类,0.45,0.969,0.947
2023-03-18,未央区,未央宫站,29.9,185.67,41.68,94.39,1.72,162.18,149,70.4,工业区,III类,0.41,0.958,0.958
2023-03-18,未央区,开发区站,89.21,51.43,22.78,85.07,2.92,73.34,134,51.2,居住区,I类,0.41,0.955,0.956
2023-03-18,灞桥区,灞桥站,22.62,117.09,10.29,92.1,2.4,160.11,111,70.6,工业区,IV类,0.43,0.952,0.941
2023-03-18,灞桥区,纺织城站,57.58,146.71,40.83,75.12,0.67,100.99,117,57.2,居住区,V类,0.43,0.977,0.952
2023-03-18,长安区,郭杜站,21.62,130.22,30.53,97.66,1.52,133.07,117,68.3,商业区,II类,0.48,0.975,0.975
2023-03-18,长安区,大学城站,55.72,141.77,23.37,93.43,1.4,185.26,113,66.2,工业区,IV类,0.48,0.977,0.943
2023-03-18,高新区,科技路站,88.63,80.12,19.65,86.65,1.12,138.16,133,49.3,居住区,II类,0.42,0.98,0.952
2023-03-18,高新区,高新西站,80.95,162.18,34.23,79.73,1.91,89.14,130,69.5,工业区,III类,0.42,0.961,0.962
2023-03-18,高新区,丈八站,86.97,100.23,42.33,44.01,1.68,126.61,130,45.3,居住区,V类,0.42,0.974,0.957
2023-03-18,经开区,经开站,87.66,167.1,29.36,61.23,2.81,94.29,134,72.5,工业区,V类,0.4,0.978,0.96
2023-03-18,经开区,浐灞站,84.97,91.21,32.83,47.19,2.6,182.15,127,65.5,工业区,I类,0.4,0.982,0.951
2023-03-18,曲江新区,曲江站,65.62,120.11,16.83,88.48,2.45,58.09,106,62.6,商业区,IV类,0.5,0.967,0.945
2023-03-18,曲江新区,芙蓉园站,29.21,53.17,46.57,99.36,1.14,72.1,119,67.2,商业区,V类,0.5,0.985,0.964
2023-03-19,新城区,民乐站,40.45,109.67,39.57,58.54,1.47,53.08,88,73.1,交通干线,IV类,0.4,0.981,0.953
2023-03-19,新城区,长乐站,57.31,155.81,38.34,44.97,2.47,58.74,125,55.0,居住区,III类,0.4,0.973,0.963
2023-03-19,碑林区,小寨站,16.87,68.59,5.51,58.33,1.52,145.8,87,71.1,交通干线,III类,0.38,0.966,0.978
2023-03-19,碑林区,文艺路站,46.99,135.69,17.36,45.56,1.34,74.04,109,51.6,居住区,III类,0.38,0.952,0.962
2023-03-19,莲湖区,北院门站,70.25,41.45,21.63,26.21,2.09,145.33,105,68.4,商业区,IV类,0.35,0.987,0.979
2023-03-19,莲湖区,红庙坡站,23.14,149.05,27.07,71.27,1.21,98.93,119,67.8,商业区,IV类,0.35,0.959,0.952
2023-03-19,雁塔区,大雁塔站,29.57,50.71,39.95,32.1,1.25,81.19,80,55.9,商业区,II类,0.45,0.978,0.968
2023-03-19,雁塔区,小雁塔站,69.66,76.48,38.03,83.16,0.72,68.21,104,78.6,交通干线,III类,0.45,0.961,0.967
2023-03-19,未央区,未央宫站,26.52,91.13,6.66,41.27,1.44,76.26,73,47.3,居住区,IV类,0.41,0.976,0.951
2023-03-19,未央区,开发区站,23.63,87.29,15.75,75.43,0.81,143.08,91,63.7,商业区,IV类,0.41,0.957,0.946
2023-03-19,灞桥区,灞桥站,21.24,77.15,14.11,31.96,2.25,144.15,90,47.3,居住区,V类,0.43,0.975,0.971
2023-03-19,灞桥区,纺织城站,67.76,62.7,38.5,57.79,0.71,61.19,102,47.1,居住区,III类,0.43,0.988,0.949
2023-03-19,长安区,郭杜站,29.29,140.34,38.16,57.22,2.05,47.42,112,61.5,工业区,III类,0.48,0.96,0.942
2023-03-19,长安区,大学城站,28.3,36.37,29.88,29.29,1.42,135.4,81,63.0,工业区,III类,0.48,0.98,0.947
2023-03-19,高新区,科技路站,19.94,69.32,26.21,27.96,2.53,142.11,101,50.7,居住区,IV类,0.42,0.954,0.962
2023-03-19,高新区,高新西站,33.43,141.65,26.17,46.47,2.35,72.1,113,57.1,商业区,III类,0.42,0.976,0.973
2023-03-19,高新区,丈八站,23.69,69.88,13.39,37.92,1.42,112.57,68,62.7,工业区,III类,0.42,0.984,0.953
2023-03-19,经开区,经开站,51.97,147.26,16.1,25.87,1.31,110.0,118,66.7,交通干线,IV类,0.4,0.979,0.963
2023-03-19,经开区,浐灞站,23.86,39.99,35.68,50.87,2.13,149.96,90,54.7,居住区,II类,0.4,0.98,0.951
2023-03-19,曲江新区,曲江站,68.86,33.53,38.21,39.12,2.2,115.29,103,79.0,交通干线,IV类,0.5,0.966,0.945
2023-03-19,曲江新区,芙蓉园站,60.02,34.11,41.55,56.69,1.98,142.7,90,67.4,商业区,II类,0.5,0.979,0.969
2023-03-20,新城区,民乐站,25.07,161.32,26.1,54.07,1.48,112.95,129,52.1,居住区,I类,0.4,0.966,0.945
2023-03-20,新城区,长乐站,35.94,59.46,36.61,77.0,2.45,119.19,98,61.7,工业区,V类,0.4,0.975,0.964
2023-03-20,碑林区,小寨站,75.95,38.05,6.96,60.21,2.11,73.43,114,73.7,交通干线,V类,0.38,0.954,0.942
