qc_id,po_id,material_id,supplier_id,inspection_date,total_quantity,inspected_quantity,defect_quantity,defect_rate,defect_type,severity,action_taken,inspector
QC003630,PO003630,MAT014,SUP006,2023-06-12,60,60,0,0.0045,无,无,接收,Inspector-3
QC003631,PO003631,MAT021,SUP005,2023-06-17,320,95,0,0.0009,无,无,接收,Inspector-2
QC003632,PO003632,MAT028,SUP017,2023-06-21,140,79,9,0.0707,外观不符,中,特殊批准使用,Inspector-2
QC003633,PO003633,MAT036,SUP006,2023-06-03,120,78,0,0.0001,无,无,接收,Inspector-2
QC003634,PO003634,MAT044,SUP001,2023-06-21,45,45,1,0.0414,标签错误,中,供应商返工,Inspector-5
QC003635,PO003635,MAT009,SUP015,2023-06-05,91,91,0,0.002,无,无,接收,Inspector-2
QC003636,PO003636,MAT014,SUP010,2023-06-08,30,30,0,0.0036,无,无,接收,Inspector-5
QC003637,PO003637,MAT019,SUP007,2023-06-26,239,30,0,0.0003,无,无,接收,Inspector-3
QC003638,PO003638,MAT023,SUP012,2023-06-18,100,100,0,0.0004,无,无,接收,Inspector-3
QC003639,PO003639,MAT029,SUP001,2023-06-28,125,55,10,0.0841,外观不符,高,供应商返工,Inspector-2
QC003640,PO003640,MAT037,SUP006,2023-06-07,210,80,0,0.0029,无,无,接收,Inspector-4
QC003641,PO003641,MAT046,SUP005,2023-06-12,240,94,1,0.0045,轻微外观瑕疵,低,特殊批准使用,Inspector-4
QC003642,PO003642,MAT001,SUP005,2023-06-14,100,100,0,0.0001,无,无,接收,Inspector-1
QC003643,PO003643,MAT008,SUP014,2023-06-19,98,98,0,0.003,无,无,接收,Inspector-1
QC003644,PO003644,MAT011,SUP004,2023-06-11,60,60,0,0.0024,无,无,接收,Inspector-4
QC003645,PO003645,MAT013,SUP020,2023-06-30,60,60,3,0.0526,标签错误,低,退回,Inspector-2
QC003646,PO003646,MAT027,SUP005,2023-06-16,170,98,0,0.0034,无,无,接收,Inspector-2
QC003647,PO003647,MAT034,SUP014,2023-06-25,200,73,0,0.0035,无,无,接收,Inspector-5
QC003648,PO003648,MAT037,SUP014,2023-06-26,160,99,0,0.0018,无,无,接收,Inspector-1
QC003649,PO003649,MAT044,SUP001,2023-06-26,50,50,0,0.0023,无,无,接收,Inspector-3
QC003650,PO003650,MAT050,SUP009,2023-07-05,70,70,0,0.0038,无,无,接收,Inspector-1
QC003651,PO003651,MAT011,SUP004,2023-06-11,103,91,0,0.003,无,无,接收,Inspector-2
QC003652,PO003652,MAT013,SUP016,2023-06-28,160,47,0,0.0047,无,无,接收,Inspector-3
QC003653,PO003653,MAT028,SUP017,2023-06-20,130,91,0,0.0032,无,无,接收,Inspector-2
QC003654,PO003654,MAT039,SUP020,2023-06-28,200,38,0,0.0044,无,无,接收,Inspector-2
QC003655,PO003655,MAT001,SUP005,2023-06-18,100,100,0,0.0044,无,无,接收,Inspector-1
QC003656,PO003656,MAT019,SUP009,2023-06-24,150,87,4,0.0305,杂质混入,低,折价接收,Inspector-3
QC003657,PO003657,MAT022,SUP008,2023-06-23,66,66,1,0.028,外观不符,中,供应商返工,Inspector-1
QC003658,PO003658,MAT025,SUP009,2023-06-23,18,18,0,0.0046,无,无,接收,Inspector-1
QC003659,PO003659,MAT044,SUP001,2023-07-01,100,100,8,0.0808,杂质混入,中,特殊批准使用,Inspector-1
QC003660,PO003660,MAT045,SUP005,2023-06-12,100,100,0,0.0004,无,无,接收,Inspector-5
QC003661,PO003661,MAT050,SUP009,2023-06-28,170,66,0,0.0046,无,无,接收,Inspector-4
QC003662,PO003662,MAT001,SUP005,2023-06-22,100,100,0,0.003,无,无,接收,Inspector-2
QC003663,PO003663,MAT003,SUP012,2023-06-19,50,50,0,0.0039,无,无,接收,Inspector-1
QC003664,PO003664,MAT008,SUP006,2023-06-21,200,90,0,0.0012,无,无,接收,Inspector-1
QC003665,PO003665,MAT014,SUP006,2023-06-10,54,54,5,0.0993,清洁度不足,中,供应商返工,Inspector-3
QC003666,PO003666,MAT022,SUP008,2023-06-25,77,77,0,0.0011,无,无,接收,Inspector-4
QC003667,PO003667,MAT027,SUP005,2023-06-15,120,69,0,0.0039,无,无,接收,Inspector-1
QC003668,PO003668,MAT036,SUP006,2023-06-09,105,42,0,0.0026,无,无,接收,Inspector-3
QC003669,PO003669,MAT042,SUP009,2023-07-02,78,78,0,0.0025,无,无,接收,Inspector-3
QC003670,PO003670,MAT045,SUP005,2023-06-23,100,100,0,0.0007,无,无,接收,Inspector-4
QC003671,PO003671,MAT002,SUP014,2023-07-03,185,58,0,0.003,无,无,接收,Inspector-5
QC003672,PO003672,MAT018,SUP010,2023-06-15,100,100,0,0.0002,无,无,接收,Inspector-3
QC003673,PO003673,MAT019,SUP001,2023-06-30,350,85,0,0.0022,无,无,接收,Inspector-1
QC003674,PO003674,MAT023,SUP012,2023-06-24,100,100,0,0.0025,无,无,接收,Inspector-4
QC003675,PO003675,MAT026,SUP006,2023-06-17,96,96,0,0.0046,无,无,接收,Inspector-3
QC003676,PO003676,MAT033,SUP013,2023-07-02,303,31,24,0.0795,包装破损,低,折价接收,Inspector-3
QC003677,PO003677,MAT034,SUP014,2023-06-26,100,100,0,0.0024,无,无,接收,Inspector-5
QC003678,PO003678,MAT048,SUP009,2023-06-20,120,31,0,0.0036,无,无,接收,Inspector-4
QC003679,PO003679,MAT001,SUP005,2023-06-18,100,100,0,0.0024,无,无,接收,Inspector-3
QC003680,PO003680,MAT004,SUP005,2023-06-15,200,47,0,0.0033,无,无,接收,Inspector-3
QC003681,PO003681,MAT011,SUP004,2023-06-13,70,70,0,0.0002,无,无,接收,Inspector-4
QC003682,PO003682,MAT013,SUP020,2023-06-27,132,100,7,0.0603,包装破损,中,供应商返工,Inspector-4
QC003683,PO003683,MAT036,SUP006,2023-06-12,271,99,1,0.0045,轻微尺寸偏差,低,特殊批准使用,Inspector-1
QC003684,PO003684,MAT043,SUP005,2023-06-21,65,65,0,0.0048,无,无,接收,Inspector-2
QC003685,PO003685,MAT044,SUP007,2023-07-01,100,100,3,0.0328,杂质混入,中,供应商返工,Inspector-2
QC003686,PO003686,MAT045,SUP005,2023-06-24,100,100,0,0.0007,无,无,接收,Inspector-1
QC003687,PO003687,MAT046,SUP005,2023-06-24,210,81,0,0.0009,无,无,接收,Inspector-2
QC003688,PO003688,MAT047,SUP015,2023-06-12,100,100,6,0.0659,功能缺陷,高,特殊批准使用,Inspector-1
QC003689,PO003689,MAT003,SUP018,2023-06-23,30,30,0,0.001,无,无,接收,Inspector-1
QC003690,PO003690,MAT015,SUP005,2023-06-24,240,59,0,0.0037,无,无,接收,Inspector-2
QC003691,PO003691,MAT022,SUP008,2023-06-27,79,79,4,0.0615,尺寸偏差,低,折价接收,Inspector-5
QC003692,PO003692,MAT023,SUP012,2023-06-23,100,100,0,0.0032,无,无,接收,Inspector-4
QC003693,PO003693,MAT025,SUP009,2023-06-24,80,80,0,0.0026,无,无,接收,Inspector-1
QC003694,PO003694,MAT027,SUP005,2023-06-20,260,97,0,0.0025,无,无,接收,Inspector-2
QC003695,PO003695,MAT030,SUP020,2023-06-28,98,98,0,0.0001,无,无,接收,Inspector-1
QC003696,PO003696,MAT034,SUP014,2023-06-28,100,100,0,0.005,无,无,接收,Inspector-3
QC003697,PO003697,MAT001,SUP005,2023-06-21,200,85,0,0.0014,无,无,接收,Inspector-5
QC003698,PO003698,MAT019,SUP007,2023-06-25,450,51,0,0.0021,无,无,接收,Inspector-5
QC003699,PO003699,MAT022,SUP008,2023-06-28,71,71,0,0.0019,无,无,接收,Inspector-1
QC003700,PO003700,MAT023,SUP012,2023-06-24,100,100,0,0.0041,无,无,接收,Inspector-3
QC003701,PO003701,MAT031,SUP009,2023-07-02,150,52,8,0.0599,清洁度不足,低,供应商返工,Inspector-2
QC003702,PO003702,MAT032,SUP002,2023-07-02,610,57,0,0.0008,无,无,接收,Inspector-5
QC003703,PO003703,MAT050,SUP009,2023-06-28,180,37,0,0.0021,无,无,接收,Inspector-1
QC003704,PO003704,MAT014,SUP010,2023-06-18,50,50,0,0.0029,无,无,接收,Inspector-2
QC003705,PO003705,MAT015,SUP005,2023-06-19,100,100,0,0.0016,无,无,接收,Inspector-4
QC003706,PO003706,MAT020,SUP003,2023-06-30,100,100,0,0.0004,无,无,接收,Inspector-5
QC003707,PO003707,MAT026,SUP006,2023-06-18,100,100,0,0.0038,无,无,接收,Inspector-2
QC003708,PO003708,MAT038,SUP010,2023-06-20,250,51,1,0.0047,轻微尺寸偏差,低,特殊批准使用,Inspector-3
QC003709,PO003709,MAT049,SUP007,2023-06-29,50,50,0,0.0034,无,无,接收,Inspector-3
QC003710,PO003710,MAT003,SUP012,2023-06-21,80,80,0,0.0009,无,无,接收,Inspector-2
QC003711,PO003711,MAT009,SUP019,2023-06-21,100,100,0,0.0045,无,无,接收,Inspector-2
QC003712,PO003712,MAT018,SUP014,2023-07-04,220,42,0,0.0034,无,无,接收,Inspector-3
QC003713,PO003713,MAT024,SUP005,2023-06-24,300,95,1,0.0039,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC003714,PO003714,MAT043,SUP005,2023-06-24,40,40,0,0.004,无,无,接收,Inspector-1
QC003715,PO003715,MAT044,SUP007,2023-07-01,100,100,2,0.0252,材质问题,低,特殊批准使用,Inspector-3
QC003716,PO003716,MAT046,SUP005,2023-06-23,130,61,0,0.0007,无,无,接收,Inspector-3
QC003717,PO003717,MAT001,SUP005,2023-06-29,100,100,0,0.0032,无,无,接收,Inspector-4
QC003718,PO003718,MAT008,SUP014,2023-07-12,100,100,0,0.0045,无,无,接收,Inspector-1
QC003719,PO003719,MAT011,SUP011,2023-06-24,80,80,0,0.0011,无,无,接收,Inspector-1
QC003720,PO003720,MAT012,SUP004,2023-06-19,100,100,0,0.0042,无,无,接收,Inspector-2
QC003721,PO003721,MAT014,SUP006,2023-06-17,50,50,0,0.0009,无,无,接收,Inspector-3
QC003722,PO003722,MAT045,SUP005,2023-06-20,100,100,0,0.0029,无,无,接收,Inspector-5
QC003723,PO003723,MAT001,SUP005,2023-06-25,100,100,0,0.0004,无,无,接收,Inspector-3
QC003724,PO003724,MAT013,SUP020,2023-07-01,140,88,0,0.0042,无,无,接收,Inspector-5
QC003725,PO003725,MAT034,SUP014,2023-07-13,100,100,0,0.0022,无,无,接收,Inspector-2
QC003726,PO003726,MAT046,SUP005,2023-07-01,300,86,0,0.0025,无,无,接收,Inspector-2
QC003727,PO003727,MAT002,SUP014,2023-07-01,200,57,0,0.0041,无,无,接收,Inspector-4
QC003728,PO003728,MAT014,SUP010,2023-06-24,39,39,0,0.0002,无,无,接收,Inspector-5
QC003729,PO003729,MAT016,SUP008,2023-07-04,100,100,0,0.0024,无,无,接收,Inspector-4
QC003730,PO003730,MAT017,SUP008,2023-07-15,150,88,0,0.0022,无,无,接收,Inspector-3
QC003731,PO003731,MAT019,SUP007,2023-07-04,150,69,0,0.0025,无,无,接收,Inspector-5
QC003732,PO003732,MAT022,SUP008,2023-07-03,33,33,0,0.0045,无,无,接收,Inspector-3
QC003733,PO003733,MAT026,SUP006,2023-06-20,100,100,0,0.001,无,无,接收,Inspector-2
QC003734,PO003734,MAT036,SUP006,2023-06-20,226,49,7,0.0319,标签错误,低,特殊批准使用,Inspector-4
QC003735,PO003735,MAT045,SUP005,2023-06-30,100,100,0,0.003,无,无,接收,Inspector-2
QC003736,PO003736,MAT050,SUP009,2023-06-27,70,70,0,0.0009,无,无,接收,Inspector-1
QC003737,PO003737,MAT001,SUP005,2023-06-25,100,100,0,0.0025,无,无,接收,Inspector-3
QC003738,PO003738,MAT011,SUP011,2023-06-27,124,64,4,0.038,功能缺陷,高,供应商返工,Inspector-3
QC003739,PO003739,MAT014,SUP010,2023-06-24,350,84,1,0.0046,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC003740,PO003740,MAT027,SUP005,2023-06-26,270,43,0,0.002,无,无,接收,Inspector-5
QC003741,PO003741,MAT037,SUP014,2023-07-07,148,43,0,0.0006,无,无,接收,Inspector-4
QC003742,PO003742,MAT039,SUP020,2023-07-02,200,62,8,0.0437,杂质混入,中,折价接收,Inspector-3
QC003743,PO003743,MAT044,SUP001,2023-07-18,100,100,6,0.0624,包装破损,低,折价接收,Inspector-4
QC003744,PO003744,MAT019,SUP001,2023-07-10,250,40,13,0.0551,标签错误,低,退回,Inspector-3
QC003745,PO003745,MAT021,SUP005,2023-07-04,120,88,0,0.0015,无,无,接收,Inspector-4
QC003746,PO003746,MAT022,SUP008,2023-07-05,55,55,0,0.0044,无,无,接收,Inspector-3
QC003747,PO003747,MAT023,SUP012,2023-06-30,280,52,1,0.0047,轻微尺寸偏差,低,特殊批准使用,Inspector-3
QC003748,PO003748,MAT025,SUP009,2023-07-06,30,30,0,0.0043,无,无,接收,Inspector-2
QC003749,PO003749,MAT034,SUP014,2023-07-11,100,100,0,0.0029,无,无,接收,Inspector-1
QC003750,PO003750,MAT043,SUP005,2023-06-29,60,60,0,0.0046,无,无,接收,Inspector-2
QC003751,PO003751,MAT045,SUP005,2023-06-30,100,100,0,0.0024,无,无,接收,Inspector-3
QC003752,PO003752,MAT049,SUP009,2023-07-10,50,50,1,0.035,标签错误,中,退回,Inspector-5
QC003753,PO003753,MAT001,SUP005,2023-07-03,100,100,0,0.0036,无,无,接收,Inspector-4
QC003754,PO003754,MAT003,SUP012,2023-06-29,110,87,0,0.0029,无,无,接收,Inspector-1
QC003755,PO003755,MAT008,SUP010,2023-06-28,136,36,0,0.0012,无,无,接收,Inspector-5
QC003756,PO003756,MAT010,SUP011,2023-07-01,145,63,0,0.0036,无,无,接收,Inspector-1
QC003757,PO003757,MAT011,SUP004,2023-06-26,45,45,3,0.0866,尺寸偏差,中,折价接收,Inspector-1
QC003758,PO003758,MAT014,SUP010,2023-06-25,40,40,0,0.0039,无,无,接收,Inspector-5
QC003759,PO003759,MAT022,SUP008,2023-07-07,51,51,0,0.005,无,无,接收,Inspector-5
QC003760,PO003760,MAT026,SUP006,2023-07-01,300,82,24,0.0806,外观不符,中,供应商返工,Inspector-4
QC003761,PO003761,MAT029,SUP001,2023-07-21,120,31,7,0.0595,外观不符,高,折价接收,Inspector-1
QC003762,PO003762,MAT038,SUP010,2023-06-25,250,31,0,0.0009,无,无,接收,Inspector-1
QC003763,PO003763,MAT048,SUP009,2023-07-07,201,75,11,0.0555,功能缺陷,低,折价接收,Inspector-1
QC003764,PO003764,MAT008,SUP014,2023-07-11,350,37,1,0.0033,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC003765,PO003765,MAT011,SUP004,2023-06-25,60,60,0,0.0018,无,无,接收,Inspector-3
QC003766,PO003766,MAT017,SUP002,2023-07-10,60,60,0,0.0001,无,无,接收,Inspector-1
QC003767,PO003767,MAT050,SUP009,2023-07-11,190,87,0,0.0006,无,无,接收,Inspector-5
QC003768,PO003768,MAT001,SUP005,2023-07-04,200,50,0,0.0047,无,无,接收,Inspector-5
QC003769,PO003769,MAT002,SUP014,2023-07-09,200,53,0,0.003,无,无,接收,Inspector-1
QC003770,PO003770,MAT007,SUP003,2023-07-15,139,57,0,0.004,无,无,接收,Inspector-1
QC003771,PO003771,MAT019,SUP001,2023-07-12,282,35,8,0.0316,标签错误,中,折价接收,Inspector-2
QC003772,PO003772,MAT026,SUP016,2023-07-12,200,42,0,0.0015,无,无,接收,Inspector-1
QC003773,PO003773,MAT034,SUP014,2023-07-13,100,100,0,0.0029,无,无,接收,Inspector-3
QC003774,PO003774,MAT044,SUP001,2023-07-20,50,50,0,0.0023,无,无,接收,Inspector-3
QC003775,PO003775,MAT047,SUP015,2023-06-24,48,48,0,0.0017,无,无,接收,Inspector-2
QC003776,PO003776,MAT003,SUP012,2023-07-05,30,30,0,0.0003,无,无,接收,Inspector-3
QC003777,PO003777,MAT011,SUP004,2023-06-28,150,66,0,0.0004,无,无,接收,Inspector-4
QC003778,PO003778,MAT013,SUP020,2023-07-07,120,31,9,0.0777,包装破损,低,退回,Inspector-1
QC003779,PO003779,MAT014,SUP010,2023-07-01,70,70,2,0.0301,杂质混入,低,退回,Inspector-4
QC003780,PO003780,MAT015,SUP005,2023-06-28,160,57,0,0.0047,无,无,接收,Inspector-4
QC003781,PO003781,MAT018,SUP010,2023-06-29,240,80,4,0.0181,尺寸偏差,中,折价接收,Inspector-2
QC003782,PO003782,MAT025,SUP009,2023-07-13,40,40,0,0.0029,无,无,接收,Inspector-5
QC003783,PO003783,MAT032,SUP002,2023-07-17,180,98,0,0.0044,无,无,接收,Inspector-1
QC003784,PO003784,MAT036,SUP006,2023-06-26,210,95,0,0.0035,无,无,接收,Inspector-3
QC003785,PO003785,MAT046,SUP005,2023-07-03,310,70,0,0.0009,无,无,接收,Inspector-4
QC003786,PO003786,MAT048,SUP009,2023-07-07,120,89,4,0.0364,包装破损,低,特殊批准使用,Inspector-5
QC003787,PO003787,MAT014,SUP010,2023-06-30,37,37,0,0.0009,无,无,接收,Inspector-4
QC003788,PO003788,MAT042,SUP009,2023-07-04,140,49,4,0.0327,杂质混入,中,特殊批准使用,Inspector-3
QC003789,PO003789,MAT044,SUP007,2023-07-05,90,90,0,0.0041,无,无,接收,Inspector-2
QC003790,PO003790,MAT045,SUP005,2023-07-09,100,100,0,0.0008,无,无,接收,Inspector-4
QC003791,PO003791,MAT001,SUP005,2023-07-07,100,100,0,0.0035,无,无,接收,Inspector-4
QC003792,PO003792,MAT005,SUP005,2023-07-09,90,90,0,0.0047,无,无,接收,Inspector-1
QC003793,PO003793,MAT019,SUP001,2023-07-14,350,94,0,0.0022,无,无,接收,Inspector-3
QC003794,PO003794,MAT022,SUP008,2023-07-17,34,34,0,0.0013,无,无,接收,Inspector-1
QC003795,PO003795,MAT025,SUP009,2023-07-11,68,68,0,0.0034,无,无,接收,Inspector-1
QC003796,PO003796,MAT028,SUP017,2023-07-12,220,77,0,0.001,无,无,接收,Inspector-3
QC003797,PO003797,MAT034,SUP014,2023-07-22,95,95,0,0.0043,无,无,接收,Inspector-4
QC003798,PO003798,MAT041,SUP016,2023-07-16,80,80,0,0.0,无,无,接收,Inspector-4
QC003799,PO003799,MAT043,SUP005,2023-07-07,50,50,0,0.0031,无,无,接收,Inspector-4
QC003800,PO003800,MAT046,SUP005,2023-07-05,190,33,0,0.0042,无,无,接收,Inspector-5
QC003801,PO003801,MAT047,SUP002,2023-07-23,50,50,1,0.0259,包装破损,低,特殊批准使用,Inspector-3
QC003802,PO003802,MAT009,SUP019,2023-07-06,200,50,0,0.0031,无,无,接收,Inspector-4
QC003803,PO003803,MAT017,SUP015,2023-07-05,100,100,0,0.0012,无,无,接收,Inspector-2
QC003804,PO003804,MAT027,SUP005,2023-07-06,120,50,0,0.001,无,无,接收,Inspector-2
QC003805,PO003805,MAT033,SUP004,2023-07-01,120,58,0,0.0013,无,无,接收,Inspector-5
QC003806,PO003806,MAT045,SUP005,2023-07-02,100,100,0,0.0019,无,无,接收,Inspector-5
QC003807,PO003807,MAT047,SUP019,2023-07-06,50,50,0,0.0046,无,无,接收,Inspector-4
QC003808,PO003808,MAT001,SUP005,2023-07-07,100,100,0,0.002,无,无,接收,Inspector-2
QC003809,PO003809,MAT003,SUP003,2023-07-17,30,30,0,0.0017,无,无,接收,Inspector-5
QC003810,PO003810,MAT013,SUP020,2023-07-22,120,40,0,0.0028,无,无,接收,Inspector-4
QC003811,PO003811,MAT034,SUP014,2023-07-23,100,100,0,0.0033,无,无,接收,Inspector-3
QC003812,PO003812,MAT045,SUP005,2023-07-09,100,100,0,0.0008,无,无,接收,Inspector-4
QC003813,PO003813,MAT046,SUP005,2023-07-07,260,45,0,0.0021,无,无,接收,Inspector-5
QC003814,PO003814,MAT006,SUP014,2023-07-13,290,97,0,0.0016,无,无,接收,Inspector-2
QC003815,PO003815,MAT008,SUP006,2023-06-30,182,95,11,0.0641,材质问题,低,退回,Inspector-5
QC003816,PO003816,MAT012,SUP004,2023-07-03,95,95,0,0.0045,无,无,接收,Inspector-5
QC003817,PO003817,MAT014,SUP010,2023-07-02,60,60,0,0.0019,无,无,接收,Inspector-1
QC003818,PO003818,MAT026,SUP006,2023-07-03,200,32,0,0.0011,无,无,接收,Inspector-4
QC003819,PO003819,MAT027,SUP005,2023-07-11,90,90,0,0.0032,无,无,接收,Inspector-2
QC003820,PO003820,MAT032,SUP017,2023-07-20,322,55,1,0.0049,轻微尺寸偏差,低,特殊批准使用,Inspector-2
QC003821,PO003821,MAT044,SUP007,2023-07-16,94,94,0,0.0024,无,无,接收,Inspector-3
QC003822,PO003822,MAT004,SUP005,2023-07-08,150,40,0,0.0036,无,无,接收,Inspector-5
QC003823,PO003823,MAT011,SUP004,2023-07-13,100,100,8,0.0835,尺寸偏差,中,退回,Inspector-3
QC003824,PO003824,MAT034,SUP014,2023-07-22,100,100,0,0.0021,无,无,接收,Inspector-4
QC003825,PO003825,MAT050,SUP009,2023-07-10,70,70,0,0.0047,无,无,接收,Inspector-3
QC003826,PO003826,MAT001,SUP005,2023-07-14,100,100,0,0.0047,无,无,接收,Inspector-5
QC003827,PO003827,MAT002,SUP010,2023-07-06,94,94,0,0.0035,无,无,接收,Inspector-5
QC003828,PO003828,MAT019,SUP001,2023-07-17,250,69,14,0.0566,材质问题,低,特殊批准使用,Inspector-3
QC003829,PO003829,MAT022,SUP008,2023-07-16,49,49,3,0.0737,标签错误,低,折价接收,Inspector-3
QC003830,PO003830,MAT036,SUP006,2023-07-04,285,75,0,0.0029,无,无,接收,Inspector-5
QC003831,PO003831,MAT038,SUP014,2023-07-14,250,94,1,0.0041,轻微尺寸偏差,低,特殊批准使用,Inspector-3
QC003832,PO003832,MAT001,SUP005,2023-07-10,100,100,0,0.0021,无,无,接收,Inspector-2
QC003833,PO003833,MAT013,SUP020,2023-07-20,120,52,10,0.0855,清洁度不足,中,供应商返工,Inspector-2
QC003834,PO003834,MAT020,SUP011,2023-07-13,100,100,0,0.0015,无,无,接收,Inspector-2
QC003835,PO003835,MAT024,SUP005,2023-07-10,300,45,1,0.0046,轻微尺寸偏差,低,特殊批准使用,Inspector-1
QC003836,PO003836,MAT025,SUP009,2023-07-23,20,20,0,0.0016,无,无,接收,Inspector-5
QC003837,PO003837,MAT044,SUP007,2023-07-18,50,50,0,0.0033,无,无,接收,Inspector-1
QC003838,PO003838,MAT045,SUP005,2023-07-08,200,50,0,0.0003,无,无,接收,Inspector-2
QC003839,PO003839,MAT050,SUP009,2023-07-21,164,79,5,0.0305,外观不符,高,特殊批准使用,Inspector-1
QC003840,PO003840,MAT003,SUP012,2023-07-14,152,79,0,0.0048,无,无,接收,Inspector-3
QC003841,PO003841,MAT018,SUP010,2023-07-09,92,92,0,0.0011,无,无,接收,Inspector-2
QC003842,PO003842,MAT022,SUP008,2023-07-22,61,61,0,0.0041,无,无,接收,Inspector-1
QC003843,PO003843,MAT027,SUP005,2023-07-14,570,100,0,0.0013,无,无,接收,Inspector-4
QC003844,PO003844,MAT039,SUP016,2023-07-23,200,70,0,0.0027,无,无,接收,Inspector-4
QC003845,PO003845,MAT046,SUP005,2023-07-12,130,72,0,0.0042,无,无,接收,Inspector-3
QC003846,PO003846,MAT001,SUP005,2023-07-10,200,31,0,0.0005,无,无,接收,Inspector-2
QC003847,PO003847,MAT002,SUP014,2023-07-28,200,99,0,0.0032,无,无,接收,Inspector-3
QC003848,PO003848,MAT005,SUP005,2023-07-10,70,70,0,0.0011,无,无,接收,Inspector-3
QC003849,PO003849,MAT008,SUP010,2023-07-07,192,92,0,0.0029,无,无,接收,Inspector-3
QC003850,PO003850,MAT011,SUP004,2023-07-09,80,80,0,0.0018,无,无,接收,Inspector-4
QC003851,PO003851,MAT014,SUP006,2023-07-05,50,50,3,0.0739,外观不符,高,退回,Inspector-4
QC003852,PO003852,MAT021,SUP005,2023-07-17,240,65,0,0.0002,无,无,接收,Inspector-4
QC003853,PO003853,MAT022,SUP008,2023-07-19,12,12,0,0.0015,无,无,接收,Inspector-4
QC003854,PO003854,MAT026,SUP006,2023-07-07,100,100,0,0.0028,无,无,接收,Inspector-5
QC003855,PO003855,MAT033,SUP011,2023-07-11,120,32,0,0.0045,无,无,接收,Inspector-1
QC003856,PO003856,MAT044,SUP001,2023-07-30,100,100,0,0.003,无,无,接收,Inspector-5
QC003857,PO003857,MAT045,SUP005,2023-07-09,100,100,0,0.0034,无,无,接收,Inspector-1
QC003858,PO003858,MAT007,SUP003,2023-07-24,150,49,0,0.0028,无,无,接收,Inspector-3
QC003859,PO003859,MAT015,SUP005,2023-07-12,280,84,1,0.0046,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC003860,PO003860,MAT019,SUP009,2023-07-20,650,97,0,0.0011,无,无,接收,Inspector-5
QC003861,PO003861,MAT025,SUP007,2023-07-29,49,49,0,0.0013,无,无,接收,Inspector-5
QC003862,PO003862,MAT043,SUP005,2023-07-16,55,55,0,0.0007,无,无,接收,Inspector-1
QC003863,PO003863,MAT046,SUP005,2023-07-17,350,40,0,0.0007,无,无,接收,Inspector-2
QC003864,PO003864,MAT048,SUP009,2023-07-25,118,53,8,0.0735,尺寸偏差,中,特殊批准使用,Inspector-1
QC003865,PO003865,MAT013,SUP016,2023-07-27,120,61,0,0.0025,无,无,接收,Inspector-2
QC003866,PO003866,MAT014,SUP006,2023-07-06,80,80,0,0.0027,无,无,接收,Inspector-4
QC003867,PO003867,MAT022,SUP008,2023-07-24,33,33,0,0.019,外观不符,中,折价接收,Inspector-5
QC003868,PO003868,MAT030,SUP016,2023-07-27,57,57,0,0.0035,无,无,接收,Inspector-1
QC003869,PO003869,MAT034,SUP014,2023-07-21,100,100,0,0.0038,无,无,接收,Inspector-4
QC003870,PO003870,MAT045,SUP005,2023-07-14,100,100,0,0.0009,无,无,接收,Inspector-5
QC003871,PO003871,MAT050,SUP009,2023-07-17,220,89,1,0.0049,轻微外观瑕疵,低,特殊批准使用,Inspector-2
QC003872,PO003872,MAT001,SUP005,2023-07-12,100,100,0,0.0002,无,无,接收,Inspector-4
QC003873,PO003873,MAT015,SUP005,2023-07-21,100,100,0,0.0006,无,无,接收,Inspector-2
QC003874,PO003874,MAT018,SUP014,2023-08-02,100,100,0,0.0,无,无,接收,Inspector-3
QC003875,PO003875,MAT026,SUP016,2023-07-26,100,100,0,0.0045,无,无,接收,Inspector-2
QC003876,PO003876,MAT039,SUP020,2023-07-22,100,100,0,0.0035,无,无,接收,Inspector-5
QC003877,PO003877,MAT044,SUP001,2023-07-31,200,74,0,0.0026,无,无,接收,Inspector-1
QC003878,PO003878,MAT049,SUP001,2023-07-24,90,90,0,0.0023,无,无,接收,Inspector-5
QC003879,PO003879,MAT011,SUP004,2023-07-11,100,100,7,0.0727,外观不符,高,特殊批准使用,Inspector-4
QC003880,PO003880,MAT029,SUP007,2023-07-17,120,41,0,0.0045,无,无,接收,Inspector-3
QC003881,PO003881,MAT034,SUP014,2023-07-23,200,75,0,0.0028,无,无,接收,Inspector-2
QC003882,PO003882,MAT045,SUP005,2023-07-23,100,100,0,0.0016,无,无,接收,Inspector-4
QC003883,PO003883,MAT047,SUP015,2023-07-07,100,100,0,0.0017,无,无,接收,Inspector-1
QC003884,PO003884,MAT001,SUP005,2023-07-15,100,100,0,0.0009,无,无,接收,Inspector-5
QC003885,PO003885,MAT011,SUP011,2023-07-20,126,99,0,0.0048,无,无,接收,Inspector-1
QC003886,PO003886,MAT016,SUP008,2023-07-24,160,82,0,0.0048,无,无,接收,Inspector-4
QC003887,PO003887,MAT017,SUP002,2023-08-06,160,44,13,0.0837,外观不符,中,退回,Inspector-2
QC003888,PO003888,MAT022,SUP008,2023-07-23,23,23,0,0.0029,无,无,接收,Inspector-2
