name,historical_period,building_type,administrative_region,latitude,longitude,protection_batch,construction_year,preservation_status,architectural_style,floor_area,height,description
西安市北寺庙,唐朝,寺庙,陕西省西安市,20.58749759877451,118.27788365598136,6,738,较差,唐代佛寺风格,34829.67282897455,15.641565769015848,这是一座建于唐朝（公元738年）的寺庙，位于陕西省西安市，建筑风格为唐代佛寺风格。建筑面积34829平方米，高15米，目前保存状况较差。
海淀区北庙宇,元朝,庙宇,北京市海淀区,26.99285306383463,115.34708983197184,5,1286,一般,传统建筑风格,1737.74410399498,9.866843423772885,这是一座建于元朝（公元1286年）的庙宇，位于北京市海淀区，建筑风格为传统建筑风格。建筑面积1737平方米，高9米，目前保存状况一般。
厦门市中祠堂,唐朝,祠堂,福建省厦门市,28.21307179346441,118.63023742418436,3,860,完好,江南祠堂风格,1741.4988042786508,7.818455781575118,这是一座建于唐朝（公元860年）的祠堂，位于福建省厦门市，建筑风格为江南祠堂风格。建筑面积1741平方米，高7米，目前保存状况完好。是第3批重点文物保护单位。
南京市东宫殿,宋朝,宫殿,江苏省南京市,24.757781899680182,118.24130632453713,5,1009,较差,重檐歇山顶风格,29850.269295885882,21.929389983047418,这是一座建于宋朝（公元1009年）的宫殿，位于江苏省南京市，建筑风格为重檐歇山顶风格。建筑面积29850平方米，高21米，目前保存状况较差。
苏州市中牌坊,元朝,牌坊,江苏省苏州市,36.02234280151946,115.942491247224,4,1273,较好,地方特色风格,4466.708843032928,16.329208391495357,这是一座建于元朝（公元1273年）的牌坊，位于江苏省苏州市，建筑风格为地方特色风格。建筑面积4466平方米，高16米，目前保存状况较好。是第4批重点文物保护单位。
平遥县南民居,清朝,民居,山西省平遥县,30.674310532178907,104.36389114043834,5,1703,完好,江南水乡民居风格,567.5041243291867,6.018632076767366,这是一座建于清朝（公元1703年）的民居，位于山西省平遥县，建筑风格为江南水乡民居风格。建筑面积567平方米，高6米，目前保存状况完好。
大同市东道观,清朝,道观,山西省大同市,20.3281183708772,116.37718882667045,7,1688,较好,地方特色风格,753.9711041725066,18.756304172436234,这是一座建于清朝（公元1688年）的道观，位于山西省大同市，建筑风格为地方特色风格。建筑面积753平方米，高18米，目前保存状况较好。
镇江市北桥梁,明朝,桥梁,江苏省镇江市,22.74107989538892,117.72674168929214,3,1404,完好,传统建筑风格,4975.76853312028,13.41743997280834,这是一座建于明朝（公元1404年）的桥梁，位于江苏省镇江市，建筑风格为传统建筑风格。建筑面积4975平方米，高13米，目前保存状况完好。是第3批重点文物保护单位。
宁波市西会馆,宋朝,会馆,浙江省宁波市,38.623079615605796,113.70809022841958,5,1136,较差,地方特色风格,3649.371527028396,15.793300444141076,这是一座建于宋朝（公元1136年）的会馆，位于浙江省宁波市，建筑风格为地方特色风格。建筑面积3649平方米，高15米，目前保存状况较差。
朝阳区西佛塔,清朝,佛塔,北京市朝阳区,25.840034473594446,103.54928921407442,5,1860,较好,传统建筑风格,2515.7450102811285,11.797673463879038,这是一座建于清朝（公元1860年）的佛塔，位于北京市朝阳区，建筑风格为传统建筑风格。建筑面积2515平方米，高11米，目前保存状况较好。
镇江市东塔楼,宋朝,塔楼,江苏省镇江市,23.379171755483426,117.48197810244565,3,1017,较好,传统建筑风格,2630.9737839589475,19.113710014795956,这是一座建于宋朝（公元1017年）的塔楼，位于江苏省镇江市，建筑风格为传统建筑风格。建筑面积2630平方米，高19米，目前保存状况较好。是第3批重点文物保护单位。
南京市北钟楼,明朝,钟楼,江苏省南京市,27.620012328322936,108.25468010556969,2,1481,较好,传统建筑风格,3580.501015519963,14.819648768270508,这是一座建于明朝（公元1481年）的钟楼，位于江苏省南京市，建筑风格为传统建筑风格。建筑面积3580平方米，高14米，目前保存状况较好。是第2批重点文物保护单位。
西安市北钟楼,元朝,钟楼,陕西省西安市,29.81794192722162,102.24666456201696,5,1328,一般,传统建筑风格,4358.239952587361,19.305571563249796,这是一座建于元朝（公元1328年）的钟楼，位于陕西省西安市，建筑风格为传统建筑风格。建筑面积4358平方米，高19米，目前保存状况一般。
扬州市东书院,明朝,书院,江苏省扬州市,27.483750411178367,114.57212794384185,8,1611,较好,传统建筑风格,3298.0637547513625,19.323002009885634,这是一座建于明朝（公元1611年）的书院，位于江苏省扬州市，建筑风格为传统建筑风格。建筑面积3298平方米，高19米，目前保存状况较好。
汉中市东驿站,元朝,驿站,陕西省汉中市,23.98906033436394,100.92221712847298,2,1334,较好,地方特色风格,1882.5149592861972,14.06671084507891,这是一座建于元朝（公元1334年）的驿站，位于陕西省汉中市，建筑风格为地方特色风格。建筑面积1882平方米，高14米，目前保存状况较好。是第2批重点文物保护单位。
海淀区东园林,明朝,园林,北京市海淀区,23.329366568749457,111.97040977572176,1,1418,完好,岭南园林风格,4237.356838032349,18.440998156062058,这是一座建于明朝（公元1418年）的园林，位于北京市海淀区，建筑风格为岭南园林风格。建筑面积4237平方米，高18米，目前保存状况完好。是第1批重点文物保护单位。
太原市南道观,清朝,道观,山西省太原市,30.16379464539,111.19860450659043,8,1680,较好,地方特色风格,2932.269692451861,11.126777364378043,这是一座建于清朝（公元1680年）的道观，位于山西省太原市，建筑风格为地方特色风格。建筑面积2932平方米，高11米，目前保存状况较好。
咸阳市北佛塔,明朝,佛塔,陕西省咸阳市,29.1823356784122,110.62978189972688,7,1564,完好,传统建筑风格,514.3481376607798,19.775313681194028,这是一座建于明朝（公元1564年）的佛塔，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积514平方米，高19米，目前保存状况完好。
西城区南塔楼,明朝,塔楼,北京市西城区,26.694852418366793,107.09857699080993,6,1573,较好,传统建筑风格,1303.4893931343986,19.098997066957242,这是一座建于明朝（公元1573年）的塔楼，位于北京市西城区，建筑风格为传统建筑风格。建筑面积1303平方米，高19米，目前保存状况较好。
湖州市东书院,清朝,书院,浙江省湖州市,39.52665323687495,103.35688185910742,8,1684,一般,地方特色风格,4592.17082087875,9.106609967044491,这是一座建于清朝（公元1684年）的书院，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积4592平方米，高9米，目前保存状况一般。
西城区北佛塔,元朝,佛塔,北京市西城区,33.967548557045475,116.58854050540351,3,1364,完好,地方特色风格,4003.2802926203058,17.601634838629,这是一座建于元朝（公元1364年）的佛塔，位于北京市西城区，建筑风格为地方特色风格。建筑面积4003平方米，高17米，目前保存状况完好。是第3批重点文物保护单位。
海淀区西祠堂,元朝,祠堂,北京市海淀区,29.8888766278509,109.52620304888698,4,1350,较好,徽派建筑风格,1829.6212147025183,7.221855607497312,这是一座建于元朝（公元1350年）的祠堂，位于北京市海淀区，建筑风格为徽派建筑风格。建筑面积1829平方米，高7米，目前保存状况较好。是第4批重点文物保护单位。
宁波市北鼓楼,宋朝,鼓楼,浙江省宁波市,24.739697699188667,112.14646197519572,2,1183,完好,传统建筑风格,3967.516263057802,17.974451071163287,这是一座建于宋朝（公元1183年）的鼓楼，位于浙江省宁波市，建筑风格为传统建筑风格。建筑面积3967平方米，高17米，目前保存状况完好。是第2批重点文物保护单位。
湖州市北戏台,宋朝,戏台,浙江省湖州市,36.64269601789823,111.44924093206865,7,1255,一般,传统建筑风格,3487.4645565924034,9.814212411222314,这是一座建于宋朝（公元1255年）的戏台，位于浙江省湖州市，建筑风格为传统建筑风格。建筑面积3487平方米，高9米，目前保存状况一般。
宁波市西寺庙,元朝,寺庙,浙江省宁波市,29.902682257223262,100.41237723798422,6,1297,一般,藏传佛教风格,47274.08848020681,27.734294836641133,这是一座建于元朝（公元1297年）的寺庙，位于浙江省宁波市，建筑风格为藏传佛教风格。建筑面积47274平方米，高27米，目前保存状况一般。
大同市西驿站,元朝,驿站,山西省大同市,38.456910503886164,104.06683944803561,2,1289,较好,地方特色风格,3014.6739059823913,18.456686573298406,这是一座建于元朝（公元1289年）的驿站，位于山西省大同市，建筑风格为地方特色风格。建筑面积3014平方米，高18米，目前保存状况较好。是第2批重点文物保护单位。
绍兴市北驿站,清朝,驿站,浙江省绍兴市,25.586841990417017,103.48597484789953,6,1734,较好,传统建筑风格,3925.981762560867,16.752331135691882,这是一座建于清朝（公元1734年）的驿站，位于浙江省绍兴市，建筑风格为传统建筑风格。建筑面积3925平方米，高16米，目前保存状况较好。
扬州市东鼓楼,唐朝,鼓楼,江苏省扬州市,32.965008667791,103.0639384364662,2,683,完好,地方特色风格,725.39842563493,12.903990256338206,这是一座建于唐朝（公元683年）的鼓楼，位于江苏省扬州市，建筑风格为地方特色风格。建筑面积725平方米，高12米，目前保存状况完好。是第2批重点文物保护单位。
苏州市西民居,元朝,民居,江苏省苏州市,28.43335237953049,113.26923771979493,4,1309,完好,徽派民居风格,1067.1630012399755,6.853105979314069,这是一座建于元朝（公元1309年）的民居，位于江苏省苏州市，建筑风格为徽派民居风格。建筑面积1067平方米，高6米，目前保存状况完好。是第4批重点文物保护单位。
咸阳市南鼓楼,明朝,鼓楼,陕西省咸阳市,30.777879982117234,116.33758463186365,6,1415,较差,传统建筑风格,3460.9255458845273,18.733678875568472,这是一座建于明朝（公元1415年）的鼓楼，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积3460平方米，高18米，目前保存状况较差。
扬州市南钟楼,唐朝,钟楼,江苏省扬州市,22.65050924430327,105.86616615522753,4,770,较好,传统建筑风格,1089.6919620213037,15.235031793576088,这是一座建于唐朝（公元770年）的钟楼，位于江苏省扬州市，建筑风格为传统建筑风格。建筑面积1089平方米，高15米，目前保存状况较好。是第4批重点文物保护单位。
西城区西寺庙,清朝,寺庙,北京市西城区,37.005086683711795,115.60371400019005,7,1753,完好,藏传佛教风格,47975.04075121118,28.296304228792636,这是一座建于清朝（公元1753年）的寺庙，位于北京市西城区，建筑风格为藏传佛教风格。建筑面积47975平方米，高28米，目前保存状况完好。
东城区西城门,宋朝,城门,北京市东城区,27.009819167554117,111.81409069054037,3,970,较好,传统建筑风格,3172.507237585527,12.34403408814831,这是一座建于宋朝（公元970年）的城门，位于北京市东城区，建筑风格为传统建筑风格。建筑面积3172平方米，高12米，目前保存状况较好。是第3批重点文物保护单位。
宁波市南钟楼,清朝,钟楼,浙江省宁波市,38.3789305632453,112.95414165524862,5,1805,完好,传统建筑风格,3304.9605397831483,13.832803579560053,这是一座建于清朝（公元1805年）的钟楼，位于浙江省宁波市，建筑风格为传统建筑风格。建筑面积3304平方米，高13米，目前保存状况完好。
南京市南佛塔,唐朝,佛塔,江苏省南京市,33.995677820328545,119.61503065545762,8,877,较差,传统建筑风格,2988.0822611154135,19.20411406416067,这是一座建于唐朝（公元877年）的佛塔，位于江苏省南京市，建筑风格为传统建筑风格。建筑面积2988平方米，高19米，目前保存状况较差。
朝阳区中古城墙,元朝,古城墙,北京市朝阳区,24.94017547388566,103.106321285498,1,1298,较好,地方特色风格,4037.0347463049316,9.623052621354578,这是一座建于元朝（公元1298年）的古城墙，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积4037平方米，高9米，目前保存状况较好。是第1批重点文物保护单位。
平遥县南鼓楼,唐朝,鼓楼,山西省平遥县,39.98027861948583,117.20098073767213,7,876,一般,传统建筑风格,3115.12137755591,17.576129006080663,这是一座建于唐朝（公元876年）的鼓楼，位于山西省平遥县，建筑风格为传统建筑风格。建筑面积3115平方米，高17米，目前保存状况一般。
西安市中官邸,明朝,官邸,陕西省西安市,21.446239731605967,102.00312887184477,6,1477,一般,传统建筑风格,3980.5840174374125,18.17388086908177,这是一座建于明朝（公元1477年）的官邸，位于陕西省西安市，建筑风格为传统建筑风格。建筑面积3980平方米，高18米，目前保存状况一般。
镇江市南佛塔,唐朝,佛塔,江苏省镇江市,33.71124857175607,114.13057395850733,4,801,较好,地方特色风格,3169.58402133081,16.22982946052071,这是一座建于唐朝（公元801年）的佛塔，位于江苏省镇江市，建筑风格为地方特色风格。建筑面积3169平方米，高16米，目前保存状况较好。是第4批重点文物保护单位。
太原市东鼓楼,唐朝,鼓楼,山西省太原市,32.70041789141016,108.61464699328954,2,660,完好,地方特色风格,3303.96732210029,8.614706852598802,这是一座建于唐朝（公元660年）的鼓楼，位于山西省太原市，建筑风格为地方特色风格。建筑面积3303平方米，高8米，目前保存状况完好。是第2批重点文物保护单位。
泉州市东道观,唐朝,道观,福建省泉州市,25.26863704963837,115.32884770160547,6,743,一般,传统建筑风格,1189.2386985426376,16.626837628953474,这是一座建于唐朝（公元743年）的道观，位于福建省泉州市，建筑风格为传统建筑风格。建筑面积1189平方米，高16米，目前保存状况一般。
平遥县西庙宇,唐朝,庙宇,山西省平遥县,34.99968486069279,117.05163451353312,8,781,一般,地方特色风格,777.4350179364712,16.00031938020325,这是一座建于唐朝（公元781年）的庙宇，位于山西省平遥县，建筑风格为地方特色风格。建筑面积777平方米，高16米，目前保存状况一般。
晋中市南鼓楼,元朝,鼓楼,山西省晋中市,26.814935974796505,115.51850476069622,2,1307,较好,传统建筑风格,3054.3830589123927,8.366014946327809,这是一座建于元朝（公元1307年）的鼓楼，位于山西省晋中市，建筑风格为传统建筑风格。建筑面积3054平方米，高8米，目前保存状况较好。是第2批重点文物保护单位。
朝阳区东古城墙,清朝,古城墙,北京市朝阳区,31.670125333305155,115.7039205037405,6,1782,完好,地方特色风格,4283.506898590407,16.718605876734063,这是一座建于清朝（公元1782年）的古城墙，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积4283平方米，高16米，目前保存状况完好。
平遥县北祠堂,唐朝,祠堂,山西省平遥县,39.22049144204166,105.27297942475917,4,634,较好,江南祠堂风格,444.1508304275425,11.841839164532129,这是一座建于唐朝（公元634年）的祠堂，位于山西省平遥县，建筑风格为江南祠堂风格。建筑面积444平方米，高11米，目前保存状况较好。是第4批重点文物保护单位。
朝阳区南城门,唐朝,城门,北京市朝阳区,35.86685277467872,110.77729255444098,4,880,较好,地方特色风格,3288.095880025579,19.3405520592126,这是一座建于唐朝（公元880年）的城门，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积3288平方米，高19米，目前保存状况较好。是第4批重点文物保护单位。
平遥县西城门,明朝,城门,山西省平遥县,30.10391295436436,114.5108211509064,7,1586,较好,地方特色风格,718.3148765394146,13.775426002090562,这是一座建于明朝（公元1586年）的城门，位于山西省平遥县，建筑风格为地方特色风格。建筑面积718平方米，高13米，目前保存状况较好。
大同市西官邸,清朝,官邸,山西省大同市,38.686961762607226,103.96845919794337,8,1648,一般,传统建筑风格,559.2824617630915,16.274285470367474,这是一座建于清朝（公元1648年）的官邸，位于山西省大同市，建筑风格为传统建筑风格。建筑面积559平方米，高16米，目前保存状况一般。
东城区东驿站,明朝,驿站,北京市东城区,29.308448257071795,114.37765883480766,5,1627,完好,传统建筑风格,3477.6133368513856,9.676563810628206,这是一座建于明朝（公元1627年）的驿站，位于北京市东城区，建筑风格为传统建筑风格。建筑面积3477平方米，高9米，目前保存状况完好。
泉州市中塔楼,明朝,塔楼,福建省泉州市,24.171046011659996,102.72837136987016,7,1534,一般,传统建筑风格,3866.9329609417914,15.443636807560923,这是一座建于明朝（公元1534年）的塔楼，位于福建省泉州市，建筑风格为传统建筑风格。建筑面积3866平方米，高15米，目前保存状况一般。
福州市南牌坊,清朝,牌坊,福建省福州市,26.780566842845204,108.64366136104712,6,1728,较差,地方特色风格,2550.9043002922945,11.874809395778751,这是一座建于清朝（公元1728年）的牌坊，位于福建省福州市，建筑风格为地方特色风格。建筑面积2550平方米，高11米，目前保存状况较差。
绍兴市中牌坊,唐朝,牌坊,浙江省绍兴市,33.27810500119985,106.4165393605657,4,645,较好,地方特色风格,2162.989877381305,12.62007707378026,这是一座建于唐朝（公元645年）的牌坊，位于浙江省绍兴市，建筑风格为地方特色风格。建筑面积2162平方米，高12米，目前保存状况较好。是第4批重点文物保护单位。
汉中市东桥梁,清朝,桥梁,陕西省汉中市,29.6330128032777,104.90247778497866,6,1704,较差,地方特色风格,3657.2219415325517,17.339401480607684,这是一座建于清朝（公元1704年）的桥梁，位于陕西省汉中市，建筑风格为地方特色风格。建筑面积3657平方米，高17米，目前保存状况较差。
福州市西书院,唐朝,书院,福建省福州市,27.250507114367466,109.87860795055818,4,711,完好,地方特色风格,600.360830247883,19.548129871384134,这是一座建于唐朝（公元711年）的书院，位于福建省福州市，建筑风格为地方特色风格。建筑面积600平方米，高19米，目前保存状况完好。是第4批重点文物保护单位。
绍兴市南民居,元朝,民居,浙江省绍兴市,29.03654417377945,119.00206116032663,3,1363,较好,徽派民居风格,889.1998702779492,9.383967207578879,这是一座建于元朝（公元1363年）的民居，位于浙江省绍兴市，建筑风格为徽派民居风格。建筑面积889平方米，高9米，目前保存状况较好。是第3批重点文物保护单位。
漳州市北钟楼,宋朝,钟楼,福建省漳州市,21.881182314719087,107.62138077082157,2,1266,较好,传统建筑风格,688.0737702712453,17.497331786843525,这是一座建于宋朝（公元1266年）的钟楼，位于福建省漳州市，建筑风格为传统建筑风格。建筑面积688平方米，高17米，目前保存状况较好。是第2批重点文物保护单位。
晋中市中宫殿,清朝,宫殿,山西省晋中市,27.482476663858932,105.56505773384248,6,1810,完好,重檐歇山顶风格,40011.40386223613,25.151918088992986,这是一座建于清朝（公元1810年）的宫殿，位于山西省晋中市，建筑风格为重檐歇山顶风格。建筑面积40011平方米，高25米，目前保存状况完好。
朝阳区东宫殿,清朝,宫殿,北京市朝阳区,35.98614871092148,105.5109638136214,5,1857,完好,宫廷建筑风格,21620.534410434317,25.125899450166344,这是一座建于清朝（公元1857年）的宫殿，位于北京市朝阳区，建筑风格为宫廷建筑风格。建筑面积21620平方米，高25米，目前保存状况完好。
延安市北牌坊,唐朝,牌坊,陕西省延安市,20.88440975314241,108.13674334147484,1,899,完好,地方特色风格,879.0028722508675,17.786818883326077,这是一座建于唐朝（公元899年）的牌坊，位于陕西省延安市，建筑风格为地方特色风格。建筑面积879平方米，高17米，目前保存状况完好。是第1批重点文物保护单位。
湖州市西佛塔,宋朝,佛塔,浙江省湖州市,21.94944370804888,108.39795653523376,4,1009,完好,地方特色风格,1889.9523863493068,13.344747208675148,这是一座建于宋朝（公元1009年）的佛塔，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积1889平方米，高13米，目前保存状况完好。是第4批重点文物保护单位。
厦门市东祠堂,宋朝,祠堂,福建省厦门市,28.210373692649085,113.89468930572544,2,1127,完好,徽派建筑风格,1856.3091674289637,8.830035495690455,这是一座建于宋朝（公元1127年）的祠堂，位于福建省厦门市，建筑风格为徽派建筑风格。建筑面积1856平方米，高8米，目前保存状况完好。是第2批重点文物保护单位。
延安市东祠堂,元朝,祠堂,陕西省延安市,37.53610381834545,110.43713575182821,2,1289,较好,江南祠堂风格,439.45853461478345,6.849416891018231,这是一座建于元朝（公元1289年）的祠堂，位于陕西省延安市，建筑风格为江南祠堂风格。建筑面积439平方米，高6米，目前保存状况较好。是第2批重点文物保护单位。
平遥县北官邸,元朝,官邸,山西省平遥县,30.660319328000504,116.62056558977844,4,1279,较好,地方特色风格,3694.729632680728,9.907164800982944,这是一座建于元朝（公元1279年）的官邸，位于山西省平遥县，建筑风格为地方特色风格。建筑面积3694平方米，高9米，目前保存状况较好。是第4批重点文物保护单位。
延安市南官邸,明朝,官邸,陕西省延安市,20.27959567211709,117.67896113655172,7,1564,较好,传统建筑风格,2994.35773296592,16.102085032416994,这是一座建于明朝（公元1564年）的官邸，位于陕西省延安市，建筑风格为传统建筑风格。建筑面积2994平方米，高16米，目前保存状况较好。
西城区南书院,元朝,书院,北京市西城区,23.61619917487414,102.99873201082485,3,1277,较好,传统建筑风格,792.5688849221661,13.298429554695668,这是一座建于元朝（公元1277年）的书院，位于北京市西城区，建筑风格为传统建筑风格。建筑面积792平方米，高13米，目前保存状况较好。是第3批重点文物保护单位。
东城区中桥梁,元朝,桥梁,北京市东城区,38.537468973197825,112.56293508019237,5,1347,一般,地方特色风格,2606.347971100688,8.357563886311844,这是一座建于元朝（公元1347年）的桥梁，位于北京市东城区，建筑风格为地方特色风格。建筑面积2606平方米，高8米，目前保存状况一般。
平遥县西宫殿,明朝,宫殿,山西省平遥县,22.601993751505482,108.30114473953272,4,1444,完好,攒尖顶风格,17686.570073573148,26.537118241522215,这是一座建于明朝（公元1444年）的宫殿，位于山西省平遥县，建筑风格为攒尖顶风格。建筑面积17686平方米，高26米，目前保存状况完好。是第4批重点文物保护单位。
杭州市西书院,宋朝,书院,浙江省杭州市,29.250301181853484,108.47250552062947,3,986,较好,传统建筑风格,2240.5556149327526,17.459419569367725,这是一座建于宋朝（公元986年）的书院，位于浙江省杭州市，建筑风格为传统建筑风格。建筑面积2240平方米，高17米，目前保存状况较好。是第3批重点文物保护单位。
厦门市东牌坊,清朝,牌坊,福建省厦门市,29.91922219991119,106.98917146555937,5,1875,完好,地方特色风格,4773.735084871751,10.214371913775004,这是一座建于清朝（公元1875年）的牌坊，位于福建省厦门市，建筑风格为地方特色风格。建筑面积4773平方米，高10米，目前保存状况完好。
延安市西官邸,清朝,官邸,陕西省延安市,23.04578751156739,100.07757988520545,8,1715,一般,传统建筑风格,3891.562959982023,11.274736251363295,这是一座建于清朝（公元1715年）的官邸，位于陕西省延安市，建筑风格为传统建筑风格。建筑面积3891平方米，高11米，目前保存状况一般。
杭州市西道观,宋朝,道观,浙江省杭州市,26.059032540859597,110.69655854619826,8,1028,较差,传统建筑风格,3889.758216883272,15.517216164749232,这是一座建于宋朝（公元1028年）的道观，位于浙江省杭州市，建筑风格为传统建筑风格。建筑面积3889平方米，高15米，目前保存状况较差。
湖州市北宫殿,唐朝,宫殿,浙江省湖州市,31.03692659699896,103.61965640740593,4,671,较好,宫廷建筑风格,11218.66612024451,19.072878627944334,这是一座建于唐朝（公元671年）的宫殿，位于浙江省湖州市，建筑风格为宫廷建筑风格。建筑面积11218平方米，高19米，目前保存状况较好。是第4批重点文物保护单位。
东城区西庙宇,唐朝,庙宇,北京市东城区,27.52628419144577,106.6382801492006,5,777,一般,地方特色风格,4556.385422906094,14.52564607979366,这是一座建于唐朝（公元777年）的庙宇，位于北京市东城区，建筑风格为地方特色风格。建筑面积4556平方米，高14米，目前保存状况一般。
扬州市中祠堂,宋朝,祠堂,江苏省扬州市,36.89584626187066,101.85588475339567,2,979,较好,江南祠堂风格,514.095358641531,7.190404241239632,这是一座建于宋朝（公元979年）的祠堂，位于江苏省扬州市，建筑风格为江南祠堂风格。建筑面积514平方米，高7米，目前保存状况较好。是第2批重点文物保护单位。
海淀区北会馆,唐朝,会馆,北京市海淀区,32.00587002493637,104.4962203723981,1,896,较好,地方特色风格,3959.069529686365,9.193475009872175,这是一座建于唐朝（公元896年）的会馆，位于北京市海淀区，建筑风格为地方特色风格。建筑面积3959平方米，高9米，目前保存状况较好。是第1批重点文物保护单位。
太原市北官邸,明朝,官邸,山西省太原市,28.907719270388363,108.68388771915795,5,1514,较好,地方特色风格,717.0648678770975,13.175249624600177,这是一座建于明朝（公元1514年）的官邸，位于山西省太原市，建筑风格为地方特色风格。建筑面积717平方米，高13米，目前保存状况较好。
宁波市中塔楼,宋朝,塔楼,浙江省宁波市,36.85856053998114,114.78505966424193,2,1175,完好,传统建筑风格,1404.6612747524705,15.666939288263226,这是一座建于宋朝（公元1175年）的塔楼，位于浙江省宁波市，建筑风格为传统建筑风格。建筑面积1404平方米，高15米，目前保存状况完好。是第2批重点文物保护单位。
大同市中民居,唐朝,民居,山西省大同市,20.5842173987114,103.31776417298876,1,658,较好,徽派民居风格,829.7049649437641,8.337779424351314,这是一座建于唐朝（公元658年）的民居，位于山西省大同市，建筑风格为徽派民居风格。建筑面积829平方米，高8米，目前保存状况较好。是第1批重点文物保护单位。
咸阳市中钟楼,明朝,钟楼,陕西省咸阳市,29.132805537541387,111.3113741629564,5,1605,一般,地方特色风格,2992.7232063765746,14.711386514856986,这是一座建于明朝（公元1605年）的钟楼，位于陕西省咸阳市，建筑风格为地方特色风格。建筑面积2992平方米，高14米，目前保存状况一般。
大同市中戏台,明朝,戏台,山西省大同市,39.56139091975005,113.66952053594781,6,1639,较好,传统建筑风格,4719.920953330517,8.199216158330746,这是一座建于明朝（公元1639年）的戏台，位于山西省大同市，建筑风格为传统建筑风格。建筑面积4719平方米，高8米，目前保存状况较好。
西安市西民居,唐朝,民居,陕西省西安市,21.459439323122616,112.57050283924357,2,813,较好,江南水乡民居风格,1940.0048377782316,6.969369397296367,这是一座建于唐朝（公元813年）的民居，位于陕西省西安市，建筑风格为江南水乡民居风格。建筑面积1940平方米，高6米，目前保存状况较好。是第2批重点文物保护单位。
苏州市北官邸,宋朝,官邸,江苏省苏州市,34.4719109667624,110.16798544856655,5,964,一般,地方特色风格,2259.0523168903537,19.90968272350623,这是一座建于宋朝（公元964年）的官邸，位于江苏省苏州市，建筑风格为地方特色风格。建筑面积2259平方米，高19米，目前保存状况一般。
汉中市中城门,宋朝,城门,陕西省汉中市,34.562876608561886,109.88416198709272,1,1063,较好,地方特色风格,3269.2393662488876,9.602846101086907,这是一座建于宋朝（公元1063年）的城门，位于陕西省汉中市，建筑风格为地方特色风格。建筑面积3269平方米，高9米，目前保存状况较好。是第1批重点文物保护单位。
扬州市东佛塔,唐朝,佛塔,江苏省扬州市,31.216035188831327,118.63422975696612,7,667,一般,地方特色风格,4025.648881358385,15.426695124635835,这是一座建于唐朝（公元667年）的佛塔，位于江苏省扬州市，建筑风格为地方特色风格。建筑面积4025平方米，高15米，目前保存状况一般。
扬州市东城门,唐朝,城门,江苏省扬州市,22.088023880687167,103.14337580086847,2,815,较好,地方特色风格,967.5260708496019,15.233687318900277,这是一座建于唐朝（公元815年）的城门，位于江苏省扬州市，建筑风格为地方特色风格。建筑面积967平方米，高15米，目前保存状况较好。是第2批重点文物保护单位。
朝阳区北塔楼,唐朝,塔楼,北京市朝阳区,20.759018984521973,110.96145346690139,4,734,较好,传统建筑风格,3738.0265649286,11.991416420969603,这是一座建于唐朝（公元734年）的塔楼，位于北京市朝阳区，建筑风格为传统建筑风格。建筑面积3738平方米，高11米，目前保存状况较好。是第4批重点文物保护单位。
延安市南园林,唐朝,园林,陕西省延安市,27.950930144613725,119.0461699607968,8,706,一般,北方园林风格,4567.211792679991,13.664158407737434,这是一座建于唐朝（公元706年）的园林，位于陕西省延安市，建筑风格为北方园林风格。建筑面积4567平方米，高13米，目前保存状况一般。
晋中市东驿站,清朝,驿站,山西省晋中市,35.97418872765263,102.29639272673651,7,1813,一般,传统建筑风格,2520.8637156508466,12.651881593707332,这是一座建于清朝（公元1813年）的驿站，位于山西省晋中市，建筑风格为传统建筑风格。建筑面积2520平方米，高12米，目前保存状况一般。
海淀区西佛塔,明朝,佛塔,北京市海淀区,34.77244286771807,113.37119659384939,4,1446,较好,地方特色风格,3919.968043202418,8.430173278409224,这是一座建于明朝（公元1446年）的佛塔，位于北京市海淀区，建筑风格为地方特色风格。建筑面积3919平方米，高8米，目前保存状况较好。是第4批重点文物保护单位。
湖州市东钟楼,明朝,钟楼,浙江省湖州市,32.989323699819124,109.19009315613343,7,1379,较差,地方特色风格,1564.179383369761,13.046902197084576,这是一座建于明朝（公元1379年）的钟楼，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积1564平方米，高13米，目前保存状况较差。
汉中市东会馆,明朝,会馆,陕西省汉中市,32.42433493409474,112.40130905697511,7,1573,较好,地方特色风格,3360.0182944722665,17.243976903162363,这是一座建于明朝（公元1573年）的会馆，位于陕西省汉中市，建筑风格为地方特色风格。建筑面积3360平方米，高17米，目前保存状况较好。
朝阳区北官邸,清朝,官邸,北京市朝阳区,29.713515197421373,113.707040340082,8,1681,完好,地方特色风格,1226.1650331444116,18.401371179337527,这是一座建于清朝（公元1681年）的官邸，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积1226平方米，高18米，目前保存状况完好。
